name,href,id,area,city_olymp,ege,oge,folk_rating,specialisation,url_id,phones,url,globalid,detector
"№ 418, школа",../../sredneobrazovatelnaya-shkola/418-shkola/index.html,a356,kronshtadtskij,"",53.3,3.8,7.6,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola418shkolaindexhtml.htm,8124390115|8124390127,www.school418.ru,3dfd8672a81f8c0536a6955ba366e5ac,select_exactly
"№ 425, школа им. академика П. Л. Капицы",../../sredneobrazovatelnaya-shkola/425-shkola-im-akademika-p-l-kapitsyi/index.html,a360,kronshtadtskij,"",51.5,"",5.6,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola425shkolaimakademikaplkapitsyiindexhtml.htm,8123115128|8123111456,school425.ru,b8b9b16c14e3522b4c781e457ad58013,select_by_number
Кронштадтский морской кадетский корпус (КМКК),../../voennoe-uchilische/kronshtadtskij-morskoj-kadetskij-korpus/index.html,a767,kronshtadtskij,1,50.2,4.2,5.0,Кадетские классы,../data/shkola-spb.ru/cache/voennoeuchilischekronshtadtskijmorskojkadetskijkorpusindexhtml.htm,8183111464,kmkk.edumil.ru,498e98027199c7e7c82663edd646d8b7,not_detected
"№ 427, школа",../../sredneobrazovatelnaya-shkola/427-shkola/index.html,a361,kronshtadtskij,"",46.9,3.7,9.3,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola427shkolaindexhtml.htm,8123114512|8123113988,s427.spb.ru,1fc0c3e7dc526f281c917fb5c4491bf4,select_exactly
"№ 424, школа",../../deti-s-osobennostyami-razvitiya/424-sanatornaya-shkola-internat/index.html,a359,kronshtadtskij,"",44.0,"",9.0,Дети с особенностями развития,../data/shkola-spb.ru/cache/detisosobennostyamirazvitiya424sanatornayashkolainternatindexhtml.htm,8123115257|8123115654,www.libraveka.narod.ru,5b7e3c5916dcf1fd9bdf9540cb7dd0a4,not_detected
"№ 662, начальная школа - детский сад компенсирующего вида для детей с нарушением зрения, речи, с задержкой психического развития",../../deti-s-osobennostyami-razvitiya/662-nachalnaya-shkola-detskij-sad-kompensiruyuschego-vida-dlya-detej-s-narusheniem-zreniya-rechi-s-zaderzhkoj-psihicheskogo-razvitiya/index.html,a362,kronshtadtskij,"","","",4.0,Дети с особенностями развития,../data/shkola-spb.ru/cache/detisosobennostyamirazvitiya662nachalnayashkoladetskijsadkompensiruyuschegovidadlyadetejsnarusheniemzreniyarechiszaderzhkojpsihicheskogorazvitiyaindexhtml.htm,8124350897|8124350896,www.662школа-сад.рф,022cd519916f680172cd3997af91dc3b,select_by_number
"Школа ""Аксон""",../../sredneobrazovatelnaya-shkola/shkola-akson/index.html,a764,kronshtadtskij,"","","",7.0,Частная школа,../data/shkola-spb.ru/cache/sredneobrazovatelnayashkolashkolaaksonindexhtml.htm,9219424550,www.axonschool.ru,5e3b3e6eee22d037926792aa24210df3,not_detected
"№ 676, коррекционная школа",../../deti-s-osobennostyami-razvitiya/676-korrektsionnaya-shkola/index.html,a787,kronshtadtskij,"","","",7.8,Дети с особенностями развития,../data/shkola-spb.ru/cache/detisosobennostyamirazvitiya676korrektsionnayashkolaindexhtml.htm,8123116888,sch676.narod.ru,0936d3d9e40f9c94de74c4f723151186,select_by_number
"№ 433, гимназия",../../sredneobrazovatelnaya-shkola/433-shkola/index.html,a364,kurortnyij,5,61.7,4.0,9.4,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola433shkolaindexhtml.htm,8124370247|8124372826,school433spb.ru,bb74c3570a0334e323ca388547c24c03,select_exactly
"№ 556, школа с углубленным изучением английского языка",../../anglijskij-yazyik/556-shkola-s-uglublennyim-izucheniem-anglijskogo-yazyika/index.html,a374,kurortnyij,2,59.6,4.0,2.8,Английский язык|Иностранные языки,../data/shkola-spb.ru/cache/anglijskijyazyik556shkolasuglublennyimizucheniemanglijskogoyazyikaindexhtml.htm,8124371489|8124377474,sch556.spb.ru,47ce9046611471283601c8180b91f267,select_by_number
"№ 450, школа",../../sredneobrazovatelnaya-shkola/450-shkola/index.html,a371,kurortnyij,14,57.3,3.9,5.6,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola450shkolaindexhtml.htm,8124335018|8124334630,450spb.ru,8fb81f009d02627a3c45c6bec317b049,select_exactly
"№ 324, школа",../../sredneobrazovatelnaya-shkola/324-shkola/index.html,a363,kurortnyij,"",56.5,3.5,3.8,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola324shkolaindexhtml.htm,8124373484,324school.spb.ru,481dbd201d21cb18dcbb6d037a47a7bb,select_exactly
"№ 442, школа",../../sredneobrazovatelnaya-shkola/442-shkola/index.html,a368,kurortnyij,3,54.8,3.7,8.3,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola442shkolaindexhtml.htm,8124320846|8124320826,школа442.рф,506d5897f0d470fe37edad006e9e483d,select_exactly
"№ 445, лицей",../../sredneobrazovatelnaya-shkola/445-shkola/index.html,a369,kurortnyij,1,54.1,3.8,0.8,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola445shkolaindexhtml.htm,8124333027|8124333514,school445.ru,3c4b57f6570eed71eb2c9dde9620692d,select_exactly
"№ 435, школа",../../sredneobrazovatelnaya-shkola/435-shkola/index.html,a366,kurortnyij,"",53.6,3.9,9.4,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola435shkolaindexhtml.htm,8124347102|8124373100,school435.ru,f1d6c1781b0c002efa13aead58fb589b,select_exactly
"№ 466, школа",../../sredneobrazovatelnaya-shkola/466-shkola/index.html,a372,kurortnyij,"",50.8,3.5,7.4,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola466shkolaindexhtml.htm,8125966636|8125968616,www.school466.spb.ru,665cc6a6219e3e1814d141d0e238244f,select_exactly
"Школа-интернат ""Олимпийский резерв"" (ГОШИОР)",../../sportivnaya-shkola/shkola-internat-olimpijskij-rezerv-goshi/index.html,a740,kurortnyij,"",50.5,3.5,0,Спортивная школа,../data/shkola-spb.ru/cache/sportivnayashkolashkolainternatolimpijskijrezervgoshiindexhtml.htm,8124373460|8124373422,goshior.ru,bfc8466f91669935cf6056d3ecff82f8,select_by_phones
"№ 541, школа",../../sredneobrazovatelnaya-shkola/541-shkola/index.html,a373,kurortnyij,"",49.6,3.3,0.8,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola541shkolaindexhtml.htm,8124372551|8124374024,школа541.рф,a1fdb6f24819c9e200369d998143cfee,select_exactly
"№ 447, школа",../../sredneobrazovatelnaya-shkola/447-shkola/index.html,a370,kurortnyij,"",49.1,3.3,0,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola447shkolaindexhtml.htm,8124332246|8124332115,www.school447.ru,e6a9d7b3f61ec60da68a6bd16175a37b,select_exactly
"№ 434, школа",../../sredneobrazovatelnaya-shkola/434-shkola/index.html,a365,kurortnyij,"",49.0,"",5.8,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola434shkolaindexhtml.htm,8124373009|8124371398,school434.ru,c844b52b5daac53599884a3b97dffe21,select_exactly
"№ 437, школа",../../sredneobrazovatelnaya-shkola/437-shkola/index.html,a367,kurortnyij,"",47.9,"",0,Начальная школа,../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola437shkolaindexhtml.htm,8125968652|8125968810,www.school437.narod.ru,ba93cd0a0b3ef1ca8c9129e3cfce3cca,select_by_number
"№ 669, центр образования",../../sredneobrazovatelnaya-shkola/669-shkola/index.html,a742,kurortnyij,"",38.6,3.0,9.0,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola669shkolaindexhtml.htm,8124371516,www.c669.ru,eab58b8b359011d2fe27c0b07bcc4f78,not_detected
"№ 611, школа",../../nachalnaya-shkola/611-shkola/index.html,a375,kurortnyij,"","","",0,Начальная школа,../data/shkola-spb.ru/cache/nachalnayashkola611shkolaindexhtml.htm,8124333164|8124338135,www.611spb.edusite.ru,e380f6142b66fe15ec7d65cec838970d,select_by_number
"№ 545, школа",../../sredneobrazovatelnaya-shkola/-545-shkola/index.html,a1039,kurortnyij,"","",3.4,4.8,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola545shkolaindexhtml.htm,8124326201,school545.edusite.ru,0f8f7b0a82453cce0923d5565c1b31cb,select_exactly
Академия,../../chastnaya-shkola/akademiya/index.html,a1119,kurortnyij,"","","",0,Частная школа,../data/shkola-spb.ru/cache/chastnayashkolaakademiyaindexhtml.htm,8124320574,www.repino-kids.ru,05769fe234fc8c60c61bc7e17d404d34,not_detected
"№ 366, физико-математический лицей",../../matematika/366-fiziko-matematicheskij-litsej/index.html,a384,moskovskij,47,73.6,"",6.3,Математика|Физика,../data/shkola-spb.ru/cache/matematika366fizikomatematicheskijlitsejindexhtml.htm,8123882652|8123887250,www.fml366.org,5445605360d7515ce7254d727305d7c1,select_by_number
"№ 526, гимназия",../../sredneobrazovatelnaya-shkola/526-gimnaziya/index.html,a405,moskovskij,15,67.9,"",5.7,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola526gimnaziyaindexhtml.htm,8123730132|8123738046|8127084271,s526.spb.ru,becd7e7b85dec44731f841c58d759ce1,select_exactly
"№ 524, гимназия",../../sredneobrazovatelnaya-shkola/524-gimnaziya/index.html,a401,moskovskij,18,65.2,"",6.1,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola524gimnaziyaindexhtml.htm,8123797970|8123786357,гимназия524-спб.рф,a3c345b151831fb7518e4f3750df8820,select_exactly
"№ 525, школа с углубленным изучением английского языка",../../anglijskij-yazyik/525-shkola-s-uglublennyim-izucheniem-anglijskogo-yazyika/index.html,a403,moskovskij,10,64.6,"",6.4,Английский язык|Иностранные языки,../data/shkola-spb.ru/cache/anglijskijyazyik525shkolasuglublennyimizucheniemanglijskogoyazyikaindexhtml.htm,8123799135|8123798139,www.525school.ru,d5d0b38c5048e2f73ba069fc5ffd3132,select_by_number
"№ 373, ""Экономический лицей""",../../sredneobrazovatelnaya-shkola/373-shkola/index.html,a387,moskovskij,3,62.2,"",6.9,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola373shkolaindexhtml.htm,8123889829,sch373.narod.ru,93815c21858c66fa127540c7a9e59c5d,select_by_number
"№ 371, школа",../../inostrannyie-yazyiki/371-shkola/index.html,a385,moskovskij,35,60.9,"",6.1,Иностранные языки,../data/shkola-spb.ru/cache/inostrannyieyazyiki371shkolaindexhtml.htm,8123885880|8123882292,shkola371.ru,7a67080248fb90f492adcd71b752094a,select_exactly
"№ 1, школа с углубленным изучением английского языка",../../anglijskij-yazyik/1-shkola-s-uglublennyim-izucheniem-anglijskogo-yazyika/index.html,a376,moskovskij,15,60.2,4.3,6.8,Английский язык|Иностранные языки,../data/shkola-spb.ru/cache/anglijskijyazyik1shkolasuglublennyimizucheniemanglijskogoyazyikaindexhtml.htm,8123884832|8123691626,www.school001spb.ru,5694a0347e64b9605c219fc724001125,select_by_phones
"№ 643, школа",../../sredneobrazovatelnaya-shkola/643-shkola/index.html,a412,moskovskij,2,59.4,"",5.3,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola643shkolaindexhtml.htm,8123750000|8123704414,www.643spb.edusite.ru,1eea3d527f204f33a2467e07b521279a,select_exactly
"№ 356, школа с углубленным изучением немецкого языка",../../inostrannyie-yazyiki/356-shkola-s-uglublennyim-izucheniem-nemetskogo-yazyika/index.html,a381,moskovskij,4,58.7,"",6.5,Иностранные языки|Немецкий язык,../data/shkola-spb.ru/cache/inostrannyieyazyiki356shkolasuglublennyimizucheniemnemetskogoyazyikaindexhtml.htm,8127272412|8127270946|8127277200,school356spb.ru,fc51a9feb41a0895917de1b53b88f3d9,select_by_number
