name,href,id,area
"№ 96, школа",../../sredneobrazovatelnaya-shkola/96-shkola/index.html,a155,kalininskij
"№ 162, школа",../../sredneobrazovatelnaya-shkola/162-shkola/index.html,a175,kalininskij
"№ 633, центр образования",../../sredneobrazovatelnaya-shkola/633-shkola/index.html,a189,kalininskij
"№ 28, школа-интернат",../../sredneobrazovatelnaya-shkola/28-shkola-internat/index.html,a142,kalininskij
"№ 701, начальная школа - детский сад «ИЗУМРУДНЫЙ ГОРОД»",../../nachalnaya-shkola/701-nachalnaya-shkola-detskij-sad-izumrudnyij-gorod/index.html,a192,kalininskij
Монтессори-школа Михайловой (МШМ),../../nachalnaya-shkola/montessori-shkola-mihajlovoj-mshm/index.html,a825,kalininskij
"№ 561, коррекционная общеобразовательная школа VII вида",../../deti-s-osobennostyami-razvitiya/561/index.html,a826,kalininskij
"№ 46, специальная (коррекционная) школа (VIII вида) ""Центр РиМ""",../../deti-s-osobennostyami-razvitiya/-46-spetsialnaya-korrektsionnaya-shkola-viii-vida-tsentr-rim/index.html,a1099,kalininskij
"№ 93, школа [ЗАКРЫТА]",../../sredneobrazovatelnaya-shkola/93-shkola-closed/index.html,a153,kalininskij
"№ 55, центр образования [ЗАКРЫТА]",../../sredneobrazovatelnaya-shkola/55-tsentr-obrazovaniya/index.html,a756,kalininskij
"№ 261, гимназия",../../sredneobrazovatelnaya-shkola/261-gimnaziya/index.html,a204,kirovskij
"№ 393, информационно-математический лицей",../../informatika/393-informatsionno-matematicheskij-litsej/index.html,a223,kirovskij
"№ 248, гимназия с углубленным изучением английского языка",../../anglijskij-yazyik/248-gimnaziya-s-uglublennyim-izucheniem-anglijskogo-yazyika/index.html,a198,kirovskij
"Взмах, частная школа",../../sredneobrazovatelnaya-shkola/vzmah/index.html,a240,kirovskij
"№ 244, лицей",../../sredneobrazovatelnaya-shkola/244-shkola/index.html,a197,kirovskij
"№ 384, лицей",../../sredneobrazovatelnaya-shkola/384-litsej/index.html,a217,kirovskij
"№ 504, школа с углубленным изучением английского языка",../../anglijskij-yazyik/504-shkola-s-uglublennyim-izucheniem-anglijskogo-yazyika/index.html,a230,kirovskij
"№ 481, школа с углубленным изучением немецкого языка",../../inostrannyie-yazyiki/481-shkola-s-uglublennyim-izucheniem-nemetskogo-yazyika/index.html,a226,kirovskij
"№ 506, школа с углубленным изучением немецкого языка",../../inostrannyie-yazyiki/506-shkola-s-uglublennyim-izucheniem-nemetskogo-yazyika/index.html,a231,kirovskij
"№ 397, гимназия им. Г. Старовойтовой",../../sredneobrazovatelnaya-shkola/397-gimnaziya-im-g-starovojtovoj/index.html,a224,kirovskij
"№ 223, школа с углубленным изучением немецкого языка",../../inostrannyie-yazyiki/223-shkola-s-uglublennyim-izucheniem-nemetskogo-yazyika/index.html,a195,kirovskij
"№ 254, школа с углубленным изучением английского языка",../../anglijskij-yazyik/254-shkola-s-uglublennyim-izucheniem-anglijskogo-yazyika/index.html,a202,kirovskij
"№ 274, школа с углубленным изучением иностранных языков",../../inostrannyie-yazyiki/274-shkola-s-uglublennyim-izucheniem-inostrannyih-yazyikov/index.html,a207,kirovskij
"№ 551, школа",../../sredneobrazovatelnaya-shkola/551-shkola/index.html,a234,kirovskij
"№ 249, школа им. М. В. Маневича",../../sredneobrazovatelnaya-shkola/249-shkola-im-m-v-manevicha/index.html,a199,kirovskij
"№ 389, лицей - Центр экологического образования",../../drugoe/389-shkola-tsentr-ekologicheskogo-obrazovaniya/index.html,a221,kirovskij
"№ 378, лицей",../../sredneobrazovatelnaya-shkola/378-shkola/index.html,a214,kirovskij
"№ 501, школа с углубленным изучением предмета информатики и информационно-коммуникационных технологий",../../sredneobrazovatelnaya-shkola/501-shkola/index.html,a228,kirovskij
"№ 387, лицей",../../sredneobrazovatelnaya-shkola/387-litsej/index.html,a219,kirovskij
"№ 392, школа с углубленным изучением французского языка",../../frantsuzskij-yazyik/392-shkola-s-uglublennyim-izucheniem-frantsuzskogo-yazyika/index.html,a222,kirovskij
"№ 658, школа с элементами вальдорфской педагогики",../../sredneobrazovatelnaya-shkola/658-shkola-s-elementami-valdorfskoj-pedagogiki/index.html,a239,kirovskij
"№ 539, школа с углубленным изучением испанского языка",../../drugie-yazyiki/539-shkola-s-uglublennyim-izucheniem-ispanskogo-yazyika/index.html,a233,kirovskij
"№ 282, школа с углубленным изучением французского языка",../../frantsuzskij-yazyik/282-shkola-s-uglublennyim-izucheniem-frantsuzskogo-yazyika/index.html,a210,kirovskij
"№ 2, школа-интернат (IV вида) для слабовидящих детей",../../deti-s-osobennostyami-razvitiya/2-shkola-internat-iv-vida-dlya-slabovidyaschih-detej/index.html,a772,kirovskij
"№ 585, школа",../../sredneobrazovatelnaya-shkola/585-shkola/index.html,a236,kirovskij
"№ 264, школа",../../sredneobrazovatelnaya-shkola/264-shkola/index.html,a205,kirovskij
"№ 538, школа с углубленным изучением информационных технологий",../../informatika/538-shkola-s-uglublennyim-izucheniem-informatsionnyih-tehnologij/index.html,a232,kirovskij
ШКОЛА РАЗГОВОРНЫХ ЯЗЫКОВ ЧОУ,../../inostrannyie-yazyiki/shkola-razgovornyih-yazyikov-chou/index.html,a244,kirovskij
"№ 284, гимназия",../../anglijskij-yazyik/284-shkola/index.html,a212,kirovskij
"№ 379, школа",../../sredneobrazovatelnaya-shkola/379-shkola/index.html,a215,kirovskij
"№ 386, школа",../../sredneobrazovatelnaya-shkola/386-shkola/index.html,a218,kirovskij
"№ 377, школа",../../sredneobrazovatelnaya-shkola/377-shkola/index.html,a213,kirovskij
"№ 381, школа",../../sredneobrazovatelnaya-shkola/381-shkola/index.html,a216,kirovskij
"№ 493, школа",../../sredneobrazovatelnaya-shkola/493-shkola/index.html,a227,kirovskij
"№ 283, школа",../../sredneobrazovatelnaya-shkola/283-shkola/index.html,a211,kirovskij
"№ 503, школа",../../sredneobrazovatelnaya-shkola/503-shkola/index.html,a229,kirovskij
Санкт-Петербургское Суворовское военное училище МВД России,../../voennoe-uchilische/sankt-peterburgskoe-suvorovskoe-voennoe-uchilische-mvd-rossii/index.html,a814,kirovskij
"№ 221, школа, городской ресурсный центр гражданско-правового образования",../../pravo/221-shkola-gorodskoj-resursnyij-tsentr-grazhdansko-pravovogo-obrazovaniya/index.html,a194,kirovskij
"№ 388, школа",../../sredneobrazovatelnaya-shkola/388-shkola/index.html,a220,kirovskij
"№ 269, школа",../../sredneobrazovatelnaya-shkola/269-shkola/index.html,a206,kirovskij
"№ 479, школа славянских культур",../../drugoe/479-shkola-slavyanskih-kultur/index.html,a225,kirovskij
"№ 608, школа",../../sredneobrazovatelnaya-shkola/608-shkola/index.html,a237,kirovskij
"№ 250, школа",../../sredneobrazovatelnaya-shkola/250-shkola/index.html,a200,kirovskij
"№ 277, школа",../../sredneobrazovatelnaya-shkola/277-shkola/index.html,a208,kirovskij
"№ 251, школа",../../sredneobrazovatelnaya-shkola/251-shkola/index.html,a201,kirovskij
"№ 240, школа",../../sredneobrazovatelnaya-shkola/240-shkola/index.html,a196,kirovskij
"№ 162, центр образования",../../sredneobrazovatelnaya-shkola/162-tsentr-obrazovaniya/index.html,a758,kirovskij
"№ 654, школа с углубленным изучением предметов художественно-эстетического цикла (хореография)",../../hudozhestvenno-esteticheskoe-obrazovanie/654-shkola-s-uglublennyim-izucheniem-predmetov-hudozhestvenno-esteticheskogo-tsikla-horeografiya/index.html,a238,kirovskij
"ДЕЛЬТА, частная школа-детский сад",../../sredneobrazovatelnaya-shkola/delta-chastnaya-shkola/index.html,a241,kirovskij
"№ 480, специальная (коррекционная) школа (VII вида)",../../deti-s-osobennostyami-razvitiya/-480-spetsialnaya-korrektsionnaya-shkola-vii-vida/index.html,a1100,kirovskij
"№ 279, школа индивидуального развития и обучения [ЗАКРЫТА]",../../deti-s-osobennostyami-razvitiya/279-shkola-individualnogo-razvitiya-i-obucheniya/index.html,a209,kirovskij
"№ 257, школа [ЗАКРЫТА]",../../sredneobrazovatelnaya-shkola/257-shkola/index.html,a203,kirovskij
Центр информационной культуры (ЦИК) [ЗАКРЫТА],../../sredneobrazovatelnaya-shkola/tsentr-informatsionnoj-kulturyi-tsik/index.html,a811,kirovskij
"№ 446, гимназия",../../sredneobrazovatelnaya-shkola/446-gimnaziya/index.html,a252,kolpinskij
"№ 402, гимназия",../../sredneobrazovatelnaya-shkola/402-gimnaziya/index.html,a249,kolpinskij
"№ 273, лицей",../../sredneobrazovatelnaya-shkola/273-litsej/index.html,a246,kolpinskij
"№ 258, школа с углубленным изучением физики и химии",../../fizika/258-shkola-s-uglublennyim-izucheniem-fiziki-i-himii/index.html,a245,kolpinskij
"№ 455, школа с углубленным изучением английского языка",../../anglijskij-yazyik/455-shkola-s-uglublennyim-izucheniem-anglijskogo-yazyika/index.html,a257,kolpinskij
"№ 404, школа",../../sredneobrazovatelnaya-shkola/404-shkola/index.html,a250,kolpinskij
"№ 621, школа",../../sredneobrazovatelnaya-shkola/621-shkola/index.html,a268,kolpinskij
"№ 476, школа",../../sredneobrazovatelnaya-shkola/476-shkola/index.html,a262,kolpinskij
"№ 523, школа",../../deti-s-osobennostyami-razvitiya/523-shkola/index.html,a265,kolpinskij
"№ 420, школа",../../sredneobrazovatelnaya-shkola/420-shkola/index.html,a251,kolpinskij
"№ 461, школа",../../sredneobrazovatelnaya-shkola/461-shkola/index.html,a259,kolpinskij
"№ 467, школа",../../sredneobrazovatelnaya-shkola/467-shkola/index.html,a261,kolpinskij
"№ 401, школа",../../sredneobrazovatelnaya-shkola/401-shkola/index.html,a248,kolpinskij
"№ 456, школа",../../sredneobrazovatelnaya-shkola/456-shkola/index.html,a258,kolpinskij
"№ 588, школа",../../sredneobrazovatelnaya-shkola/588-shkola/index.html,a266,kolpinskij
"№ 520, школа",../../sredneobrazovatelnaya-shkola/520-shkola/index.html,a264,kolpinskij
"№ 589, школа",../../sredneobrazovatelnaya-shkola/589-shkola/index.html,a267,kolpinskij
"№ 454, школа",../../voennoe-uchilische/454-shkola/index.html,a256,kolpinskij
"№ 400, школа им. Ал. Невского",../../sredneobrazovatelnaya-shkola/400-shkola-im-al-nevskogo/index.html,a247,kolpinskij
"№ 451, школа",../../sredneobrazovatelnaya-shkola/451-shkola/index.html,a253,kolpinskij
"№ 170, центр образования",../../sredneobrazovatelnaya-shkola/170-tsentr-obrazovaniya/index.html,a759,kolpinskij
"№ 452, школа",../../sredneobrazovatelnaya-shkola/452-shkola/index.html,a254,kolpinskij
"№ 453, начальная школа",../../sredneobrazovatelnaya-shkola/453-shkola/index.html,a255,kolpinskij
"№ 465, школа",../../sredneobrazovatelnaya-shkola/465-shkola/index.html,a260,kolpinskij
"№ 432, коррекционная школа (VII и VIII вида)",../../deti-s-osobennostyami-razvitiya/-432-korrektsionnaya-shkola-vii-i-viii-vida/index.html,a828,kolpinskij
"№ 648, школа [ЗАКРЫТА]",../../sredneobrazovatelnaya-shkola/648-shkola/index.html,a755,kolpinskij
"№ 478, школа [ЗАКРЫТА]",../../sredneobrazovatelnaya-shkola/478-shkola/index.html,a263,kolpinskij
"№ 628, Александринская гимназия",../../sredneobrazovatelnaya-shkola/628-aleksandrinskaya-gimnaziya/index.html,a305,krasnogvardejskij
"Петершуле, немецкая гимназия",../../inostrannyie-yazyiki/petershule-nemetskaya-gimnaziya/index.html,a312,krasnogvardejskij
"№ 177, гимназия",../../sredneobrazovatelnaya-shkola/177-gimnaziya/index.html,a284,krasnogvardejskij
"№ 577, школа с углубленным изучением английского языка",../../anglijskij-yazyik/577-shkola-s-uglublennyim-izucheniem-anglijskogo-yazyika/index.html,a304,krasnogvardejskij
"№ 127, школа с углубленным изучением английского языка",../../anglijskij-yazyik/127-shkola-s-uglublennyim-izucheniem-anglijskogo-yazyika/index.html,a270,krasnogvardejskij
"№ 160, школа с углубленным изучением английского языка",../../anglijskij-yazyik/160-shkola-s-uglublennyim-izucheniem-anglijskogo-yazyika/index.html,a280,krasnogvardejskij
"№ 196, гимназия",../../anglijskij-yazyik/196-gimnaziya-s-uglublennyim-izucheniem-anglijskogo-yazyika/index.html,a291,krasnogvardejskij
"№ 664, гимназия-интернат",../../sredneobrazovatelnaya-shkola/664-gimnaziya-internat/index.html,a306,krasnogvardejskij
"№ 1, школа-интернат имени К.К.Грота (для незрячих и слабовидящих детей)",../../deti-s-osobennostyami-razvitiya/1-shkola-internat-imeni-kkgrota/index.html,a771,krasnogvardejskij
"№ 265, лицей",../../sredneobrazovatelnaya-shkola/265-litsej/index.html,a294,krasnogvardejskij
"№ 531, школа",../../sredneobrazovatelnaya-shkola/531-shkola/index.html,a801,krasnogvardejskij
"№ 164, школа",../../sredneobrazovatelnaya-shkola/164-shkola/index.html,a282,krasnogvardejskij
"№ 533, лицей, образовательный комплекс «МАЛАЯ ОХТА» | ЮМШ",../../informatika/533-litsej-obrazovatelnyij-kompleks-malaya-ohta/index.html,a302,krasnogvardejskij
"№ 515, школа им. И. В. Гёте (Гётешуле) с углубленным изучением немецкого языка",../../inostrannyie-yazyiki/515-shkola-im-i-v-gyote-gyoteshule-s-uglublennyim-izucheniem-nemetskogo-yazyika/index.html,a299,krasnogvardejskij
"№ 405, гимназия с углубленным изучением английского и французского языков",../../anglijskij-yazyik/405-gimnaziya-s-uglublennyim-izucheniem-anglijskogo-i-frantsuzskogo-yazyikov/index.html,a296,krasnogvardejskij
"№ 521, школа с углубленным изучением математики и информатики",../../informatika/521-shkola-s-uglublennyim-izucheniem-matematiki-i-informatiki/index.html,a300,krasnogvardejskij
"№ 188, школа с углубленным изучением предметов художественно-эстетического цикла",../../hudozhestvenno-esteticheskoe-obrazovanie/188-shkola-s-uglublennyim-izucheniem-predmetov-hudozhestvenno-esteticheskogo-tsikla/index.html,a288,krasnogvardejskij
"№ 141, школа",../../sredneobrazovatelnaya-shkola/141-shkola/index.html,a275,krasnogvardejskij
"№ 349, школа с углубленным изучением английского языка",../../anglijskij-yazyik/349-shkola-s-uglublennyim-izucheniem-anglijskogo-yazyika/index.html,a295,krasnogvardejskij
"№ 532, школа",../../sredneobrazovatelnaya-shkola/532-shkola/index.html,a301,krasnogvardejskij
"№ 491, школа с углубленным изучением математики",../../matematika/491-shkola-s-uglublennyim-izucheniem-matematiki/index.html,a298,krasnogvardejskij
"№ 233, школа с углубленным изучением иностранных языков",../../inostrannyie-yazyiki/233-shkola-s-uglublennyim-izucheniem-inostrannyih-yazyikov/index.html,a293,krasnogvardejskij
"№ 180, школа с углубленным изучением английского языка",../../anglijskij-yazyik/180-shkola-s-uglublennyim-izucheniem-anglijskogo-yazyika/index.html,a285,krasnogvardejskij
"№ 147, ресурсный центр по гражданско-правовому образованию",../../pravo/147-resursnyij-tsentr-po-grazhdansko-pravovomu-obrazovaniyu/index.html,a277,krasnogvardejskij
Гимназия им. Александра Невского,../../sredneobrazovatelnaya-shkola/gimnaziya-im-aleksandra-nevskogo-193/index.html,a193,krasnogvardejskij
"№ 151, школа",../../sredneobrazovatelnaya-shkola/151-shkola/index.html,a278,krasnogvardejskij
"№ 562, школа",../../sredneobrazovatelnaya-shkola/562-shkola/index.html,a303,krasnogvardejskij
"№ 143, школа с углубленным изучением английского языка",../../anglijskij-yazyik/143-shkola-s-uglublennyim-izucheniem-anglijskogo-yazyika/index.html,a276,krasnogvardejskij
"№ 195, школа",../../sredneobrazovatelnaya-shkola/195-shkola/index.html,a290,krasnogvardejskij
"№ 191, школа с углубленным изучением немецкого языка",../../inostrannyie-yazyiki/191-shkola-s-uglublennyim-izucheniem-nemetskogo-yazyika/index.html,a289,krasnogvardejskij
Школа здоровья и индивидуального развития,../../sredneobrazovatelnaya-shkola/shkola-zdorovya-i-individualnogo-razvitiya/index.html,a309,krasnogvardejskij
"№ 133, школа с углубленным изучением французского языка",../../frantsuzskij-yazyik/133-shkola-s-uglublennyim-izucheniem-frantsuzskogo-yazyika/index.html,a272,krasnogvardejskij
"№ 134, школа",../../sredneobrazovatelnaya-shkola/134-shkola/index.html,a273,krasnogvardejskij
"№ 490, школа с углубленным изучением иностранных языков",../../frantsuzskij-yazyik/490-shkola-s-uglublennyim-izucheniem-frantsuzskogo-yazyika/index.html,a297,krasnogvardejskij
"№ 129, школа",../../sredneobrazovatelnaya-shkola/129-shkola/index.html,a271,krasnogvardejskij
"№ 182, школа",../../sredneobrazovatelnaya-shkola/182-shkola/index.html,a286,krasnogvardejskij
"№ 187, школа",../../sredneobrazovatelnaya-shkola/187-shkola/index.html,a287,krasnogvardejskij
"АРИСТОС, лицей",../../sredneobrazovatelnaya-shkola/aristos-chastnaya-shkola-litsej/index.html,a311,krasnogvardejskij
"№ 125, школа",../../sredneobrazovatelnaya-shkola/125-shkola/index.html,a269,krasnogvardejskij
"№ 152, школа",../../sredneobrazovatelnaya-shkola/152-shkola/index.html,a279,krasnogvardejskij
"№ 140, школа",../../sredneobrazovatelnaya-shkola/140-shkola/index.html,a274,krasnogvardejskij
"№ 2, Санкт-Петербургское Училище Олимпийского резерва (СПУОР)",../../sportivnaya-shkola/2-sankt-peterburgskoe-uchilische-olimpijskogo-rezerva/index.html,a813,krasnogvardejskij
"УЧАСТИЕ, образовательный центр",../../drugoe/uchastie-obrazovatelnyij-tsentr/index.html,a310,krasnogvardejskij
Эпишкола,../../sredneobrazovatelnaya-shkola/epishkola/index.html,a738,krasnogvardejskij
"№ 3, речевая школа",../../deti-s-osobennostyami-razvitiya/3-rechevaya-shkola/index.html,a774,krasnogvardejskij
"№ 6, школа-интернат для детей-сирот",../../deti-s-osobennostyami-razvitiya/6-shkola-internat-dlya-detej-sirot/index.html,a780,krasnogvardejskij
"№ 499, коррекционная школа VIII вида",../../deti-s-osobennostyami-razvitiya/499-shkola/index.html,a839,krasnogvardejskij
"№ 609, специальная (коррекционная) школа (VII вида)",../../deti-s-osobennostyami-razvitiya/-609-spetsialnaya-korrektsionnaya-shkola-vii-vida/index.html,a1104,krasnogvardejskij
"№ 1, открытая (сменная) школа для слепых и слабовидящих детей [ЗАКРЫТА]",../../sredneobrazovatelnaya-shkola/1-otkryitaya-smennaya-shkola/index.html,a812,krasnogvardejskij
"№ 198, школа [ЗАКРЫТА]",../../sredneobrazovatelnaya-shkola/198-shkola/index.html,a292,krasnogvardejskij
"№ 170, школа [ЗАКРЫТА]",../../deti-s-osobennostyami-razvitiya/170-shkola-klassyi-dlya-detej-s-oslablennyim-zdorovem/index.html,a283,krasnogvardejskij
"№ 369, лицей",../../sredneobrazovatelnaya-shkola/369-litsej/index.html,a331,krasnoselskij
"№ 548, школа с углубленным изучением английского языка",../../anglijskij-yazyik/548-shkola-s-uglublennyim-izucheniem-anglijskogo-yazyika/index.html,a347,krasnoselskij
"№ 399, гимназия",../../anglijskij-yazyik/399-gimnaziya/index.html,a342,krasnoselskij
"№ 382, школа",../../sredneobrazovatelnaya-shkola/382-shkola/index.html,a334,krasnoselskij
"№ 271, гимназия",../../sredneobrazovatelnaya-shkola/271-gimnaziya/index.html,a323,krasnoselskij
Школа экономики и права (ШЭиП),../../sredneobrazovatelnaya-shkola/gimnaziya-instituta-ekonomiki-i-prava-rossijskoj-akademii-upravleniya/index.html,a354,krasnoselskij
"№ 395, лицей",../../sredneobrazovatelnaya-shkola/395-litsej/index.html,a340,krasnoselskij
"№ 505, гимназия",../../sredneobrazovatelnaya-shkola/505-gimnaziya/index.html,a345,krasnoselskij
"№ 590, лицей",../../sredneobrazovatelnaya-shkola/590-litsej/index.html,a350,krasnoselskij
"№ 293, гимназия",../../sredneobrazovatelnaya-shkola/293-gimnaziya/index.html,a329,krasnoselskij
"№ 398, школа",../../sredneobrazovatelnaya-shkola/398-shkola/index.html,a341,krasnoselskij
Санкт-Петербургская международная школа и школа-пансион (СПбМШ),../../sredneobrazovatelnaya-shkola/sankt-peterburgskaya-mezhdunarodnaya-shkola-i-shkola-pansion/index.html,a355,krasnoselskij
"№ 242, школа с углубленным изучением физики и математики",../../matematika/242-shkola-s-uglublennyim-izucheniem-fiziki-i-matematiki/index.html,a318,krasnoselskij
"№ 380, школа",../../sredneobrazovatelnaya-shkola/380-shkola/index.html,a333,krasnoselskij
"№ 352, школа с углубленным изучением немецкого языка",../../inostrannyie-yazyiki/352-shkola-s-uglublennyim-izucheniem-nemetskogo-yazyika/index.html,a330,krasnoselskij
"№ 549, школа",../../sredneobrazovatelnaya-shkola/549-shkola/index.html,a348,krasnoselskij
"№ 276, школа",../../sredneobrazovatelnaya-shkola/276-shkola/index.html,a325,krasnoselskij
Лицей искусств «Санкт-Петербург»,../../hudozhestvenno-esteticheskoe-obrazovanie/sankt-peterburg-litsej-iskusstv/index.html,a353,krasnoselskij
"№ 568, школа",../../sredneobrazovatelnaya-shkola/568-shkola/index.html,a349,krasnoselskij
"№ 390, школа",../../sredneobrazovatelnaya-shkola/390-shkola/index.html,a337,krasnoselskij
"№ 285, школа",../../sredneobrazovatelnaya-shkola/285-shkola/index.html,a326,krasnoselskij
"№ 237, школа",../../sredneobrazovatelnaya-shkola/237-shkola/index.html,a317,krasnoselskij
"№ 383, школа",../../sredneobrazovatelnaya-shkola/383-shkola/index.html,a335,krasnoselskij
"№ 252, школа",../../sredneobrazovatelnaya-shkola/252-shkola/index.html,a320,krasnoselskij
"№ 270, школа",../../sredneobrazovatelnaya-shkola/270-shkola/index.html,a322,krasnoselskij
"№ 375, школа",../../sredneobrazovatelnaya-shkola/375-shkola/index.html,a332,krasnoselskij
"№ 200, школа с углубленным изучением финского языка",../../drugie-yazyiki/200-shkola-s-uglublennyim-izucheniem-finskogo-yazyika/index.html,a314,krasnoselskij
"№ 291, школа",../../sredneobrazovatelnaya-shkola/291/index.html,a784,krasnoselskij
"№ 275, школа",../../sredneobrazovatelnaya-shkola/275-shkola/index.html,a324,krasnoselskij
"№ 262, школа",../../sredneobrazovatelnaya-shkola/262-shkola/index.html,a321,krasnoselskij
"№ 385, школа",../../sredneobrazovatelnaya-shkola/385-shkola/index.html,a336,krasnoselskij
"№ 391, школа",../../sredneobrazovatelnaya-shkola/391-shkola/index.html,a338,krasnoselskij
"№ 217, школа",../../sredneobrazovatelnaya-shkola/217-shkola/index.html,a316,krasnoselskij
"№ 208, школа",../../sredneobrazovatelnaya-shkola/208-shkola/index.html,a315,krasnoselskij
"№ 414, школа",../../sredneobrazovatelnaya-shkola/414-shkola/index.html,a343,krasnoselskij
"№ 247, школа",../../sredneobrazovatelnaya-shkola/247-shkola/index.html,a319,krasnoselskij
"№ 546, школа с углубленным изучением предметов художественно-эстетического цикла",../../hudozhestvenno-esteticheskoe-obrazovanie/546-shkola-s-uglublennyim-izucheniem-predmetov-hudozhestvenno-esteticheskogo-tsikla/index.html,a346,krasnoselskij
"№ 394, школа",../../sredneobrazovatelnaya-shkola/394-shkola/index.html,a339,krasnoselskij
"№ 289, школа-интернат",../../sportivnaya-shkola/289-shkola-internat/index.html,a327,krasnoselskij
"№ 290, школа",../../sredneobrazovatelnaya-shkola/290-shkola/index.html,a328,krasnoselskij
"№ 167, центр образования",../../sredneobrazovatelnaya-shkola/167-tsentr-obrazovaniya/index.html,a763,krasnoselskij
"№ 428, начальная школа - детский сад",../../nachalnaya-shkola/428-nachalnaya-shkola-detskij-sad/index.html,a344,krasnoselskij
"№ 675, прогимназия «ТАЛАНТ» для детей дошкольного и младшего школьного возраста",../../nachalnaya-shkola/675-progimnaziya-talant-dlya-detej-doshkolnogo-i-mladshego-shkolnogo-vozrasta/index.html,a351,krasnoselskij
"№ 678, начальная школа - детский сад",../../nachalnaya-shkola/678-nachalnaya-shkola-detskij-sad/index.html,a352,krasnoselskij
"№ 7, коррекционная школа (VII и VIII вида)",../../deti-s-osobennostyami-razvitiya/gbou-sksh-7/index.html,a989,krasnoselskij
"№ 547, школа",../../sredneobrazovatelnaya-shkola/-547-shkola/index.html,a1106,krasnoselskij
"№ 131, коррекционная общеобразовательная школа (VII вида)",../../deti-s-osobennostyami-razvitiya/-131-korrektsionnaya-obscheobrazovatelnaya-shkola-vii-vida/index.html,a1110,krasnoselskij
"№ 422, школа",../../sredneobrazovatelnaya-shkola/422-shkola/index.html,a357,kronshtadtskij
"№ 423, школа",../../sredneobrazovatelnaya-shkola/423-shkola/index.html,a358,kronshtadtskij
"№ 418, школа",../../sredneobrazovatelnaya-shkola/418-shkola/index.html,a356,kronshtadtskij
"№ 425, школа им. академика П. Л. Капицы",../../sredneobrazovatelnaya-shkola/425-shkola-im-akademika-p-l-kapitsyi/index.html,a360,kronshtadtskij
Кронштадтский морской кадетский корпус (КМКК),../../voennoe-uchilische/kronshtadtskij-morskoj-kadetskij-korpus/index.html,a767,kronshtadtskij
"№ 427, школа",../../sredneobrazovatelnaya-shkola/427-shkola/index.html,a361,kronshtadtskij
"№ 424, школа",../../deti-s-osobennostyami-razvitiya/424-sanatornaya-shkola-internat/index.html,a359,kronshtadtskij
"№ 662, начальная школа - детский сад компенсирующего вида для детей с нарушением зрения, речи, с задержкой психического развития",../../deti-s-osobennostyami-razvitiya/662-nachalnaya-shkola-detskij-sad-kompensiruyuschego-vida-dlya-detej-s-narusheniem-zreniya-rechi-s-zaderzhkoj-psihicheskogo-razvitiya/index.html,a362,kronshtadtskij
"Школа ""Аксон""",../../sredneobrazovatelnaya-shkola/shkola-akson/index.html,a764,kronshtadtskij
"№ 676, коррекционная школа",../../deti-s-osobennostyami-razvitiya/676-korrektsionnaya-shkola/index.html,a787,kronshtadtskij
"№ 433, гимназия",../../sredneobrazovatelnaya-shkola/433-shkola/index.html,a364,kurortnyij
"№ 556, школа с углубленным изучением английского языка",../../anglijskij-yazyik/556-shkola-s-uglublennyim-izucheniem-anglijskogo-yazyika/index.html,a374,kurortnyij
"№ 450, школа",../../sredneobrazovatelnaya-shkola/450-shkola/index.html,a371,kurortnyij
"№ 324, школа",../../sredneobrazovatelnaya-shkola/324-shkola/index.html,a363,kurortnyij
"№ 442, школа",../../sredneobrazovatelnaya-shkola/442-shkola/index.html,a368,kurortnyij
"№ 445, лицей",../../sredneobrazovatelnaya-shkola/445-shkola/index.html,a369,kurortnyij
"№ 435, школа",../../sredneobrazovatelnaya-shkola/435-shkola/index.html,a366,kurortnyij
"№ 466, школа",../../sredneobrazovatelnaya-shkola/466-shkola/index.html,a372,kurortnyij
"Школа-интернат ""Олимпийский резерв"" (ГОШИОР)",../../sportivnaya-shkola/shkola-internat-olimpijskij-rezerv-goshi/index.html,a740,kurortnyij
"№ 541, школа",../../sredneobrazovatelnaya-shkola/541-shkola/index.html,a373,kurortnyij
"№ 447, школа",../../sredneobrazovatelnaya-shkola/447-shkola/index.html,a370,kurortnyij
"№ 434, школа",../../sredneobrazovatelnaya-shkola/434-shkola/index.html,a365,kurortnyij
"№ 437, школа",../../sredneobrazovatelnaya-shkola/437-shkola/index.html,a367,kurortnyij
"№ 669, центр образования",../../sredneobrazovatelnaya-shkola/669-shkola/index.html,a742,kurortnyij
"№ 611, школа",../../nachalnaya-shkola/611-shkola/index.html,a375,kurortnyij
"№ 545, школа",../../sredneobrazovatelnaya-shkola/-545-shkola/index.html,a1039,kurortnyij
Академия,../../chastnaya-shkola/akademiya/index.html,a1119,kurortnyij
"№ 366, физико-математический лицей",../../matematika/366-fiziko-matematicheskij-litsej/index.html,a384,moskovskij
"№ 526, гимназия",../../sredneobrazovatelnaya-shkola/526-gimnaziya/index.html,a405,moskovskij
"№ 524, гимназия",../../sredneobrazovatelnaya-shkola/524-gimnaziya/index.html,a401,moskovskij
"№ 525, школа с углубленным изучением английского языка",../../anglijskij-yazyik/525-shkola-s-uglublennyim-izucheniem-anglijskogo-yazyika/index.html,a403,moskovskij
"№ 373, ""Экономический лицей""",../../sredneobrazovatelnaya-shkola/373-shkola/index.html,a387,moskovskij
"№ 371, школа",../../inostrannyie-yazyiki/371-shkola/index.html,a385,moskovskij
