name,href,id,area
"№ 1, школа с углубленным изучением английского языка",../../anglijskij-yazyik/1-shkola-s-uglublennyim-izucheniem-anglijskogo-yazyika/index.html,a376,moskovskij
"№ 643, школа",../../sredneobrazovatelnaya-shkola/643-shkola/index.html,a412,moskovskij
"№ 356, школа с углубленным изучением немецкого языка",../../inostrannyie-yazyiki/356-shkola-s-uglublennyim-izucheniem-nemetskogo-yazyika/index.html,a381,moskovskij
"РИД, частная школа",../../sredneobrazovatelnaya-shkola/rid/index.html,a417,moskovskij
"№ 489, школа",../../sredneobrazovatelnaya-shkola/489-shkola/index.html,a392,moskovskij
"№ 510, школа с углубленным изучением английского языка",../../anglijskij-yazyik/510-shkola-s-uglublennyim-izucheniem-anglijskogo-yazyika/index.html,a398,moskovskij
"№ 544, школа с углубленным изучением английского языка",../../anglijskij-yazyik/544-shkola-s-uglublennyim-izucheniem-anglijskogo-yazyika/index.html,a409,moskovskij
"№ 351, школа с углубленным изучением французского языка",../../frantsuzskij-yazyik/351-shkola-s-uglublennyim-izucheniem-frantsuzskogo-yazyika/index.html,a377,moskovskij
"№ 358, школа",../../sredneobrazovatelnaya-shkola/358-shkola/index.html,a382,moskovskij
"№ 507, школа",../../sredneobrazovatelnaya-shkola/507-shkola/index.html,a395,moskovskij
"№ 485, школа с углубленным изучением французского языка",../../frantsuzskij-yazyik/485-shkola-s-uglublennyim-izucheniem-frantsuzskogo-yazyika/index.html,a391,moskovskij
"№ 536, школа им. народного учителя Т. И. Гончаровой",../../sredneobrazovatelnaya-shkola/536-shkola-im-narodnogo-uchitelya-t-i-goncharovoj/index.html,a406,moskovskij
"№ 354, школа",../../sredneobrazovatelnaya-shkola/354-shkola/index.html,a379,moskovskij
"№ 372, школа",../../sredneobrazovatelnaya-shkola/372-shkola/index.html,a386,moskovskij
"№ 509, школа",../../sredneobrazovatelnaya-shkola/509-shkola/index.html,a397,moskovskij
"""Северная Венеция"", гимназия",../../inostrannyie-yazyiki/gimnaziya-severnaya-venetsiya/index.html,a733,moskovskij
"№ 496, школа",../../sredneobrazovatelnaya-shkola/496-shkola/index.html,a394,moskovskij
"СТУДИУМ, частная общеобразовательная школа с углубленным изучением иностранного языка",../../inostrannyie-yazyiki/studium-chastnaya-obscheobrazovatelnaya-shkola-s-uglublennyim-izucheniem-inostrannogo-yazyika/index.html,a420,moskovskij
"№ 594, школа",../../sredneobrazovatelnaya-shkola/594-shkola/index.html,a410,moskovskij
"№ 519, школа",../../sredneobrazovatelnaya-shkola/519-shkola/index.html,a400,moskovskij
"№ 495, школа",../../sredneobrazovatelnaya-shkola/495-shkola/index.html,a393,moskovskij
"№ 543, школа",../../sredneobrazovatelnaya-shkola/543-shkola/index.html,a408,moskovskij
"№ 508, школа с углубленным изучением предметов образовательных областей «Искусство» и «Технология»",../../hudozhestvenno-esteticheskoe-obrazovanie/508-shkola-s-uglublennyim-izucheniem-predmetov-obrazovatelnyih-oblastej-iskusstvo-i-tehnologiya/index.html,a396,moskovskij
"№ 537, школа",../../sredneobrazovatelnaya-shkola/537-shkola/index.html,a407,moskovskij
"№ 362, школа",../../sredneobrazovatelnaya-shkola/362-shkola/index.html,a383,moskovskij
"№ 355, школа",../../sredneobrazovatelnaya-shkola/355-shkola/index.html,a380,moskovskij
"№ 484, школа (кадетские классы)",../../voennoe-uchilische/484-shkola-kadetskie-klassyi/index.html,a390,moskovskij
"№ 353, школа",../../sredneobrazovatelnaya-shkola/353-shkola/index.html,a378,moskovskij
"№ 2, центр образования",../../sredneobrazovatelnaya-shkola/2-tsentr-obrazovaniya/index.html,a760,moskovskij
"№ 374, школа (кадетский класс)",../../voennoe-uchilische/374-shkola-kadetskij-klass/index.html,a388,moskovskij
"№ 684, школа «БЕРЕГИНЯ»",../../nachalnaya-shkola/684-nachalnaya-shkola-detskij-sad-bereginya/index.html,a414,moskovskij
"№ 698, прогимназия «ПАНСИОН»",../../nachalnaya-shkola/698-progimnaziya-pansion/index.html,a415,moskovskij
"САША, сад-лицей",../../nachalnaya-shkola/sasha-sad-litsej/index.html,a416,moskovskij
"ТЕТ-А-ТЕТ, частная школа",../../sredneobrazovatelnaya-shkola/tet-a-tet-shkola/index.html,a419,moskovskij
УЧИМСЯ ВМЕСТЕ,../../sredneobrazovatelnaya-shkola/uchimsya-vmeste/index.html,a421,moskovskij
"№ 663, школа",../../deti-s-osobennostyami-razvitiya/shkola-663/index.html,a802,moskovskij
"№ 376, школа",../../sredneobrazovatelnaya-shkola/-376-shkola/index.html,a1093,moskovskij
"№ 370, cпециальная (коррекционная) школа",../../deti-s-osobennostyami-razvitiya/-370-shkola/index.html,a1111,moskovskij
Кадетский ракетно-артиллерийский корпус (КРАК) [ЗАКРЫТА],../../voennoe-uchilische/kadetskij-raketno-artillerijskij-korpus/index.html,a766,moskovskij
"№ 627, школа [ЗАКРЫТА]",../../deti-s-osobennostyami-razvitiya/627-shkola/index.html,a741,moskovskij
"№ 637, школа [ЗАКРЫТА]",../../sredneobrazovatelnaya-shkola/637-shkola/index.html,a411,moskovskij
"№ 482, школа [ЗАКРЫТА]",../../sredneobrazovatelnaya-shkola/482-shkola/index.html,a389,moskovskij
"№ 670, школа [ЗАКРЫТА]",../../sredneobrazovatelnaya-shkola/670-shkola/index.html,a413,moskovskij
"№ 344, физико-математический лицей",../../matematika/344-fiziko-matematicheskij-litsej/index.html,a447,nevskij
"№ 347, школа с углубленным изучением английского языка",../../anglijskij-yazyik/347-shkola-s-uglublennyim-izucheniem-anglijskogo-yazyika/index.html,a450,nevskij
"№ 329, лицей",../../sredneobrazovatelnaya-shkola/329-litsej/index.html,a433,nevskij
"№ 639, школа с углубленным изучением иностранных языков",../../inostrannyie-yazyiki/639-shkola-s-uglublennyim-izucheniem-inostrannyih-yazyikov/index.html,a471,nevskij
"№ 23, школа с углубленным изучением финского языка",../../drugie-yazyiki/23-shkola-s-uglublennyim-izucheniem-finskogo-yazyika/index.html,a425,nevskij
"№ 593, школа с углубленным изучением английского языка",../../anglijskij-yazyik/593-shkola-s-uglublennyim-izucheniem-anglijskogo-yazyika/index.html,a469,nevskij
"№ 528, гимназия",../../anglijskij-yazyik/528-gimnaziya/index.html,a460,nevskij
"№ 498, гимназия",../../sredneobrazovatelnaya-shkola/498-gimnaziya/index.html,a455,nevskij
"№ 13, школа с углубленным изучением английского языка",../../anglijskij-yazyik/13-shkola-s-uglublennyim-izucheniem-anglijskogo-yazyika/index.html,a422,nevskij
"№ 348, школа",../../sredneobrazovatelnaya-shkola/348-shkola/index.html,a451,nevskij
"№ 557, школа",../../sredneobrazovatelnaya-shkola/557-shkola/index.html,a461,nevskij
"№ 571, школа с углубленным изучением английского языка",../../anglijskij-yazyik/571-shkola-s-uglublennyim-izucheniem-anglijskogo-yazyika/index.html,a464,nevskij
"№ 330, гимназия",../../sredneobrazovatelnaya-shkola/330-gimnaziya/index.html,a434,nevskij
"№ 345, школа",../../sredneobrazovatelnaya-shkola/345-shkola/index.html,a448,nevskij
"№ 331, школа",../../sredneobrazovatelnaya-shkola/331-shkola/index.html,a435,nevskij
"№ 641, школа с углубленным изучением английского языка",../../anglijskij-yazyik/641-shkola-s-uglublennyim-izucheniem-anglijskogo-yazyika/index.html,a472,nevskij
"№ 625, школа с углубленным изучением математики",../../matematika/625-shkola-s-uglublennyim-izucheniem-matematiki/index.html,a470,nevskij
"№ 343, гимназия",../../drugoe/343-gimnaziya-kollektivnyij-chlen-maneb-mezhdunarodnaya-akademiya-nauk-ekologii-i-bezopasnosti-zhiznedeyatelnosti/index.html,a446,nevskij
"№ 328, школа с углубленным изучением английского языка",../../anglijskij-yazyik/328-shkola-s-uglublennyim-izucheniem-anglijskogo-yazyika/index.html,a432,nevskij
"№ 497, школа",../../sredneobrazovatelnaya-shkola/497-shkola/index.html,a454,nevskij
"№ 570, школа",../../sredneobrazovatelnaya-shkola/570-shkola/index.html,a463,nevskij
"№ 346, школа",../../sredneobrazovatelnaya-shkola/346-shkola/index.html,a449,nevskij
"№ 569, школа",../../sredneobrazovatelnaya-shkola/569-shkola/index.html,a462,nevskij
"№ 268, школа",../../sredneobrazovatelnaya-shkola/268-shkola/index.html,a428,nevskij
"№ 326, школа",../../sredneobrazovatelnaya-shkola/326-shkola/index.html,a430,nevskij
"ПРАЗДНИК+, культурологическая школа индивидуального развития полного среднего образования",../../sredneobrazovatelnaya-shkola/prazdnik-kulturologicheskaya-shkola-individualnogo-razvitiya-polnogo-srednego-obrazovaniya/index.html,a476,nevskij
"№ 342, школа",../../sredneobrazovatelnaya-shkola/342-shkola/index.html,a445,nevskij
"№ 337, школа",../../sredneobrazovatelnaya-shkola/337-shkola/index.html,a440,nevskij
"№ 572, лицей",../../sredneobrazovatelnaya-shkola/572-litsej/index.html,a465,nevskij
"№ 332, школа",../../sredneobrazovatelnaya-shkola/332-shkola/index.html,a436,nevskij
"№ 591, школа",../../sredneobrazovatelnaya-shkola/591-shkola/index.html,a467,nevskij
"№ 667, школа",../../sredneobrazovatelnaya-shkola/667-shkola/index.html,a473,nevskij
Лицей при СПбГУТ,../../drugoe/litsej-pri-spbgut/index.html,a786,nevskij
"№ 341, школа",../../sredneobrazovatelnaya-shkola/341-shkola/index.html,a444,nevskij
"№ 513, гимназия (испанский, английский языки)",../../inostrannyie-yazyiki/513-gimnaziya-ispanskij-anglijskij-yazyiki/index.html,a457,nevskij
"№ 20, школа",../../sredneobrazovatelnaya-shkola/020-shkola/index.html,a424,nevskij
"№ 327, школа",../../sredneobrazovatelnaya-shkola/327-shkola/index.html,a431,nevskij
"№ 26, школа с углубленным изучением французского языка",../../pravo/26-shkola-s-uglublennyim-izucheniem-frantsuzskogo-yazyika/index.html,a426,nevskij
"№ 574, школа",../../sredneobrazovatelnaya-shkola/574-shkola/index.html,a466,nevskij
"№ 323, школа, культурно-образовательный центр «ОККЕРВИЛЬ»",../../sredneobrazovatelnaya-shkola/323-shkola-kulturno-obrazovatelnyij-tsentr-okkervil/index.html,a429,nevskij
"№ 339, школа",../../sredneobrazovatelnaya-shkola/339-shkola/index.html,a442,nevskij
"ШАНС, школа индивидуального обучения",../../sredneobrazovatelnaya-shkola/shans-shkola-individualnogo-obucheniya/index.html,a477,nevskij
"№ 334, школа",../../sredneobrazovatelnaya-shkola/334-shkola/index.html,a438,nevskij
"№ 527, школа, ресурсный центр городского уровня по гражданско-правовому образованию",../../anglijskij-yazyik/527-shkola-resursnyij-tsentr-gorodskogo-urovnya-po-grazhdansko-pravovomu-obrazovaniyu/index.html,a459,nevskij
"№ 338, школа",../../sredneobrazovatelnaya-shkola/338-shkola/index.html,a441,nevskij
"№ 350, школа (кадетский класс)",../../voennoe-uchilische/350-shkola-kadetskij-klass/index.html,a452,nevskij
"№ 458, школа с углубленным изучением немецкого языка",../../inostrannyie-yazyiki/458-shkola-s-uglublennyim-izucheniem-nemetskogo-yazyika/index.html,a453,nevskij
"№ 39, школа",../../sredneobrazovatelnaya-shkola/39-shkola/index.html,a427,nevskij
"№ 14, школа",../../sredneobrazovatelnaya-shkola/14-shkola/index.html,a423,nevskij
"№ 512, школа",../../sredneobrazovatelnaya-shkola/512-shkola/index.html,a456,nevskij
"№ 340, школа",../../sredneobrazovatelnaya-shkola/340-shkola/index.html,a443,nevskij
"№ 24, школа-интернат для детей-сирот",../../drugoe/24-shkola-internat-dlya-detej-sirot/index.html,a785,nevskij
"№ 516, школа",../../sredneobrazovatelnaya-shkola/516-shkola/index.html,a458,nevskij
"№ 333, школа",../../sredneobrazovatelnaya-shkola/333-shkola/index.html,a437,nevskij
"№ 592, школа",../../sredneobrazovatelnaya-shkola/592-shkola/index.html,a468,nevskij
Православная общеобразовательная ГИМНАЗИЯ СВЯТОГО БЛАГОВЕРНОГО АЛЕКСАНДРА НЕВСКОГО,../../drugoe/pravoslavnaya-obscheobrazovatelnaya-gimnaziya-svyatogo-blagovernogo-aleksandra-nevskogo/index.html,a478,nevskij
"№ 336, школа",../../sredneobrazovatelnaya-shkola/336-shkola/index.html,a439,nevskij
"№ 133, центр образования",../../sredneobrazovatelnaya-shkola/133-tsentr-obrazovaniya/index.html,a757,nevskij
"№ 689, начальная школа",../../nachalnaya-shkola/689-shkola/index.html,a475,nevskij
"№ 17, специальная (коррекционная) школа VIII вида",../../deti-s-osobennostyami-razvitiya/-17-spetsialnaya-korrektsionnaya-shkola-viii-vida/index.html,a1113,nevskij
"№ 610, классическая гимназия",../../anglijskij-yazyik/610-klassicheskaya-gimnaziya/index.html,a495,petrogradskij
"№ 56, гимназия",../../biologiya/56-gimnaziya/index.html,a483,petrogradskij
"№ 67, гимназия",../../sredneobrazovatelnaya-shkola/67-gimnaziya/index.html,a484,petrogradskij
"№ 80, школа с углубленным изучением английского языка",../../anglijskij-yazyik/80-shkola-s-uglublennyim-izucheniem-anglijskogo-yazyika/index.html,a488,petrogradskij
"№ 77, школа с углубленным изучением химии",../../himiya/77-shkola-s-uglublennyim-izucheniem-himii/index.html,a487,petrogradskij
"№ 70, гимназия",../../sredneobrazovatelnaya-shkola/70-gimnaziya/index.html,a485,petrogradskij
"№ 85, гимназия",../../sredneobrazovatelnaya-shkola/85-gimnaziya/index.html,a732,petrogradskij
"Средняя общеобразовательная школа Института специальной педагогики и психологии им. Р. Валленберга ""Бобренок""",../../sredneobrazovatelnaya-shkola/43-srednyaya-obscheobrazovatelnaya-shkola-instituta-spetsialnoj-pedagogiki-i-psihologii-im-r-vallenberga/index.html,a497,petrogradskij
"№ 82, естественно-научный лицей",../../anglijskij-yazyik/82-estestvenno-nauchnyij-litsej/index.html,a489,petrogradskij
"РИД, частная школа",../../sredneobrazovatelnaya-shkola/rid/index.html,a417,petrogradskij
"ГЁТЕ-ШУЛЕ, немецкая школа",../../inostrannyie-yazyiki/gyote-shule-nemetskaya-shkola/index.html,a498,petrogradskij
"№ 51, школа",../../sredneobrazovatelnaya-shkola/51-shkola/index.html,a481,petrogradskij
"№ 75, школа с углубленным изучением немецкого языка",../../inostrannyie-yazyiki/75-shkola-s-uglublennyim-izucheniem-nemetskogo-yazyika/index.html,a486,petrogradskij
"№ 86, школа",../../sredneobrazovatelnaya-shkola/86-shkola/index.html,a491,petrogradskij
"№ 224, школа ""Шамир""",../../drugoe/224-pervaya-evrejskaya-shkola/index.html,a499,petrogradskij
"№ 47, школа им. Д. С. Лихачева",../../sredneobrazovatelnaya-shkola/47-shkola-im-d-s-lihacheva/index.html,a479,petrogradskij
Нахимовское Военно-Морское училище,../../voennoe-uchilische/nahimovskoe-voenno-morskoe-uchilische/index.html,a737,petrogradskij
"№ 87, школа",../../sredneobrazovatelnaya-shkola/87-shkola/index.html,a492,petrogradskij
"№ 91, школа",../../sredneobrazovatelnaya-shkola/91-shkola/index.html,a493,petrogradskij
"№ 84, школа, ресурсный центр городского уровня по гражданско-правовому образованию",../../pravo/84-shkola-resursnyij-tsentr-gorodskogo-urovnya-po-grazhdansko-pravovomu-obrazovaniyu/index.html,a490,petrogradskij
Санкт-Петербургский институт экономики и управления (СПбИЭУ),../../drugoe/sankt-peterburgskij-institut-ekonomiki-i-upravleniya/index.html,a809,petrogradskij
"№ 50, школа",../../sredneobrazovatelnaya-shkola/50-shkola/index.html,a480,petrogradskij
"№ 55, школа",../../sredneobrazovatelnaya-shkola/55-shkola/index.html,a482,petrogradskij
"№ 173, центр образования",../../drugoe/173-tsentr-obrazovaniya/index.html,a494,petrogradskij
ХРИСТИАНСКАЯ ШКОЛА им. И. В. Каргеля и Ф. В. Бедекера,../../drugoe/hristianskaya-shkola-im-i-v-kargelya-i-f-v-bedekera/index.html,a500,petrogradskij
"№ 3, коррекционная школа VII вида",../../deti-s-osobennostyami-razvitiya/3-korrektsionnaya-obrazovatelnaya-shkola-vii-vida/index.html,a775,petrogradskij
"Гранатик, начальная частная школа",../../nachalnaya-shkola/granatik-nachalnaya-chastnaya-shkola/index.html,a1121,petrogradskij
Военно-космический Петра Великого кадетский корпус (ВКПВКК) [ЗАКРЫТА],../../voennoe-uchilische/voenno-kosmicheskij-petra-velikogo-kadetskij-korpus/index.html,a768,petrogradskij
Академическая гимназия СПбГУ,../../biologiya/akademicheskaya-gimnaziya-sankt-peterburgskogo-gosudarstvennogo-universiteta-43/index.html,a43,petrodvortsovyij
"№ 426, гимназия",../../sredneobrazovatelnaya-shkola/426-gimnaziya/index.html,a509,petrodvortsovyij
"№ 419, лицей",../../sredneobrazovatelnaya-shkola/419-litsej/index.html,a508,petrodvortsovyij
"№ 415, Петергофская гимназия императора Александра II",../../sredneobrazovatelnaya-shkola/petergofskaya-gimnaziya-imperatora-aleksandra-ii/index.html,a520,petrodvortsovyij
"Элитная гимназия ""Михайловская""",../../sredneobrazovatelnaya-shkola/elitnaya-gimnaziya-mihajlovskaya/index.html,a522,petrodvortsovyij
"№ 412, школа",../../sredneobrazovatelnaya-shkola/412-shkola/index.html,a504,petrodvortsovyij
"№ 411, школа «ГАРМОНИЯ» с углубленным изучением английского языка",../../anglijskij-yazyik/411-shkola-garmoniya-s-uglublennyim-izucheniem-anglijskogo-yazyika/index.html,a503,petrodvortsovyij
"№ 416, школа развития личности им. В. В. Павловой",../../sredneobrazovatelnaya-shkola/416-shkola-razvitiya-lichnosti-im-v-v-pavlovoj/index.html,a506,petrodvortsovyij
"№ 567, школа",../../sredneobrazovatelnaya-shkola/567-shkola/index.html,a515,petrodvortsovyij
"№ 529, школа",../../sredneobrazovatelnaya-shkola/529-shkola/index.html,a513,petrodvortsovyij
"№ 421, школа",../../sredneobrazovatelnaya-shkola/421-shkola/index.html,a797,petrodvortsovyij
"№ 430, школа",../../sredneobrazovatelnaya-shkola/430-shkola/index.html,a511,petrodvortsovyij
"№ 429, школа",../../sredneobrazovatelnaya-shkola/429-shkola/index.html,a510,petrodvortsovyij
"№ 436, школа",../../sredneobrazovatelnaya-shkola/436-shkola/index.html,a512,petrodvortsovyij
"№ 413, школа",../../sredneobrazovatelnaya-shkola/413-shkola/index.html,a505,petrodvortsovyij
"№ 602, школа",../../sredneobrazovatelnaya-shkola/602-shkola/index.html,a516,petrodvortsovyij
"№ 417, школа",../../sredneobrazovatelnaya-shkola/417-shkola/index.html,a507,petrodvortsovyij
"№ 319, школа",../../sredneobrazovatelnaya-shkola/319-shkola/index.html,a502,petrodvortsovyij
"№ 542, школа",../../sredneobrazovatelnaya-shkola/542-shkola/index.html,a514,petrodvortsovyij
"№ 671, центр образования",../../drugoe/671-tsentr-obrazovaniya/index.html,a517,petrodvortsovyij
"№ 49, коррекционная школа (VI вида)",../../deti-s-osobennostyami-razvitiya/-49-korrektsionnaya-shkola-vi-vida/index.html,a1095,petrodvortsovyij
"№ 439, школа",../../sredneobrazovatelnaya-shkola/-439-shkola/index.html,a1109,petrodvortsovyij
Кадетский корпус железнодорожных войск (ККЖДВ) [ЗАКРЫТА],../../voennoe-uchilische/kadetskij-korpus-zheleznodorozhnyih-vojsk/index.html,a769,petrodvortsovyij
"№ 116, гимназия",../../inostrannyie-yazyiki/116-gimnaziya/index.html,a540,primorskij
"№ 64, лицей",../../sredneobrazovatelnaya-shkola/64-litsej/index.html,a536,primorskij
"№ 631, гимназия глобального гуманитарного образования",../../sredneobrazovatelnaya-shkola/631-gimnaziya-globalnogo-gumanitarnogo-obrazovaniya/index.html,a562,primorskij
"№ 52, гимназия",../../sredneobrazovatelnaya-shkola/52-gimnaziya/index.html,a532,primorskij
"ГРАН, частная школа",../../sredneobrazovatelnaya-shkola/gran-chastnaya-shkola/index.html,a572,primorskij
"№ 540, гимназия",../../anglijskij-yazyik/gimnaziya--540/index.html,a846,primorskij
"№ 66, гимназия",../../sredneobrazovatelnaya-shkola/66-gimnaziya/index.html,a537,primorskij
"№ 597, лицей",../../sredneobrazovatelnaya-shkola/597-litsej/index.html,a555,primorskij
"№ 46, школа с углубленным изучением английского языка",../../anglijskij-yazyik/46-shkola-s-uglublennyim-izucheniem-anglijskogo-yazyika/index.html,a746,primorskij
"№ 49, гимназия",../../sredneobrazovatelnaya-shkola/49-gimnaziya/index.html,a531,primorskij
"№ 106, школа",../../sredneobrazovatelnaya-shkola/106-shkola/index.html,a752,primorskij
"№ 644, школа",../../sredneobrazovatelnaya-shkola/644-shkola/index.html,a566,primorskij
"№ 42, гимназия",../../sredneobrazovatelnaya-shkola/42-gimnaziya/index.html,a526,primorskij
"№ 554, лицей",../../sredneobrazovatelnaya-shkola/554-litsej/index.html,a545,primorskij
"№ 41, гимназия им. Эриха Кестнера с углубленным изучением немецкого языка",../../nemetskij-yazyik/41-gimnaziya-s-uglublennyim-izucheniem-nemetskogo-yazyika/index.html,a525,primorskij
"№ 634, школа с углубленным изучением английского языка",../../anglijskij-yazyik/634-shkola-s-uglublennyim-izucheniem-anglijskogo-yazyika/index.html,a563,primorskij
"№ 246, школа",../../sredneobrazovatelnaya-shkola/246-shkola/index.html,a753,primorskij
"№ 598, школа с углубленным изучением математики",../../matematika/598-shkola-s-uglublennyim-izucheniem-matematiki/index.html,a556,primorskij
"№ 53, школа",../../sredneobrazovatelnaya-shkola/53-shkola/index.html,a533,primorskij
"№ 618, школа",../../sredneobrazovatelnaya-shkola/618-shkola/index.html,a561,primorskij
"№ 113, школа",../../sredneobrazovatelnaya-shkola/113-shkola/index.html,a539,primorskij
"№ 40, лицей",../../sredneobrazovatelnaya-shkola/40-litsej/index.html,a524,primorskij
"№ 640, школа",../../sredneobrazovatelnaya-shkola/640-shkola/index.html,a565,primorskij
"№ 582, школа с углубленным изучением английского и финского языков",../../anglijskij-yazyik/582-shkola-s-uglublennyim-izucheniem-anglijskogo-i-finskogo-yazyikov/index.html,a551,primorskij
ДОВЕРИЕ,../../nachalnaya-shkola/doverie/index.html,a578,primorskij
"№ 43, лингвистическая школа с углубленным изучением иностранных языков",../../inostrannyie-yazyiki/43-lingvisticheskaya-shkola-s-uglublennyim-izucheniem-inostrannyih-yazyikov/index.html,a527,primorskij
"№ 683, школа",../../sredneobrazovatelnaya-shkola/683-shkola/index.html,a568,primorskij
"№ 583, школа с углубленным изучением английского и японского языков",../../anglijskij-yazyik/583-shkola-s-uglublennyim-izucheniem-anglijskogo-i-yaponskogo-yazyikov/index.html,a552,primorskij
"№ 617, школа",../../sredneobrazovatelnaya-shkola/617-shkola/index.html,a560,primorskij
"№ 38, школа",../../sredneobrazovatelnaya-shkola/38-shkola/index.html,a523,primorskij
"№ 635, школа",../../sredneobrazovatelnaya-shkola/635-shkola/index.html,a564,primorskij
"№ 580, школа",../../sredneobrazovatelnaya-shkola/580-shkola/index.html,a549,primorskij
"№ 555, школа «БЕЛОГОРЬЕ» с углубленным изучением английского языка",../../anglijskij-yazyik/555-shkola-belogore-s-uglublennyim-izucheniem-anglijskogo-yazyika/index.html,a546,primorskij
"№ 45, школа с углубленным изучением математики",../../matematika/45-shkola-s-uglublennyim-izucheniem-matematiki/index.html,a529,primorskij
"№ 595, школа",../../sredneobrazovatelnaya-shkola/595-shkola/index.html,a553,primorskij
"№ 253, школа",../../sredneobrazovatelnaya-shkola/253-shkola/index.html,a541,primorskij
Международная гимназия Ольгино,../../sredneobrazovatelnaya-shkola/mezhdunarodnyij-litsej-sankt-peterburgskogo-gumanitarnogo-universiteta-profsoyuzov/index.html,a573,primorskij
"№ 579, школа",../../sredneobrazovatelnaya-shkola/579-shkola/index.html,a548,primorskij
"№ 688, школа для детей с ослабленным здоровьем и сохранным интеллектом",../../deti-s-osobennostyami-razvitiya/688-shkola-dlya-bolnyih-detej-i-detej-s-oslablennyim-zdorovem-s-sohrannyim-intellektom-po-meditsinskim-pokazaniyam/index.html,a570,primorskij
"№ 44, школа (восточные языки)",../../sredneobrazovatelnaya-shkola/44-shkola/index.html,a528,primorskij
НОУ ЛИЦЕЙ,../../nachalnaya-shkola/litsej/index.html,a579,primorskij
"ЛИДЕР, школа",../../sredneobrazovatelnaya-shkola/lider-shkola/index.html,a577,primorskij
"№ 320, школа",../../sredneobrazovatelnaya-shkola/320-shkola/index.html,a696,primorskij
"№ 600, школа с углубленным изучением английского языка",../../anglijskij-yazyik/600-shkola-s-uglublennyim-izucheniem-anglijskogo-yazyika/index.html,a558,primorskij
"№ 655, школа",../../sredneobrazovatelnaya-shkola/-655-shkola/index.html,a851,primorskij
"№ 57, школа",../../sredneobrazovatelnaya-shkola/57-shkola/index.html,a534,primorskij
"№ 601, школа",../../sredneobrazovatelnaya-shkola/601-shkola/index.html,a559,primorskij
"№ 581, школа",../../sredneobrazovatelnaya-shkola/581-litsej/index.html,a550,primorskij
"№ 599, школа",../../sredneobrazovatelnaya-shkola/599-shkola/index.html,a557,primorskij
"№ 630, школа",../../sredneobrazovatelnaya-shkola/630-shkola/index.html,a782,primorskij
"№ 661, школа",../../sredneobrazovatelnaya-shkola/661-shkola/index.html,a567,primorskij
"№ 578, школа",../../sredneobrazovatelnaya-shkola/578-shkola/index.html,a547,primorskij
"№ 58, школа",../../sredneobrazovatelnaya-shkola/58-shkola/index.html,a535,primorskij
"№ 596, школа с углубленным изучением французского языка",../../frantsuzskij-yazyik/596-shkola-s-uglublennyim-izucheniem-frantsuzskogo-yazyika/index.html,a554,primorskij
"№ 438, школа",../../sredneobrazovatelnaya-shkola/438-shkola/index.html,a543,primorskij
"№ 48, школа",../../sredneobrazovatelnaya-shkola/48-shkola/index.html,a530,primorskij
"№ 357, школа-интернат «Олимпийские надежды»",../../sportivnaya-shkola/357-shkola-internat-olimpijskie-nadezhdyi/index.html,a542,primorskij
"№ 109, школа",../../sredneobrazovatelnaya-shkola/109-shkola/index.html,a538,primorskij
"№ 440, школа",../../sredneobrazovatelnaya-shkola/440-shkola/index.html,a544,primorskij
"№ 697, центр образования",../../sredneobrazovatelnaya-shkola/697-tsentr-obrazovaniya/index.html,a761,primorskij
Бизнес-школа «ДЕЛОВАЯ ВОЛНА»,../../sredneobrazovatelnaya-shkola/biznes-shkola-delovaya-volna/index.html,a34,primorskij
"№ 696, начальная школа - детский сад",../../nachalnaya-shkola/696-nachalnaya-shkola-detskij-sad/index.html,a571,primorskij
"ГРААЛЬ, частная школа",../../sredneobrazovatelnaya-shkola/graal-chastnaya-shkola/index.html,a574,primorskij
"№ 682, начальная школа - детский сад",../../nachalnaya-shkola/-682-nachalnaya-shkola-detskij-sad/index.html,a1112,primorskij
Школа им. А. М. Горчакова,../../sredneobrazovatelnaya-shkola/shkola-im-a-m-gorchakova/index.html,a602,pushkinskij
"№ 530, школа с углубленным изучением предметов естественно-математического цикла",../../matematika/530-shkola-s-uglublennyim-izucheniem-predmetov-estestvenno-matematicheskogo-tsikla/index.html,a596,pushkinskij
"№ 410, лицей",../../sredneobrazovatelnaya-shkola/410-shkola/index.html,a589,pushkinskij
"№ 406, гимназия",../../sredneobrazovatelnaya-shkola/406-gimnaziya/index.html,a585,pushkinskij
"№ 606, школа с углубленным изучением английского языка",../../anglijskij-yazyik/606-shkola-s-uglublennyim-izucheniem-anglijskogo-yazyika/index.html,a598,pushkinskij
"№ 335, школа",../../sredneobrazovatelnaya-shkola/335-shkola/index.html,a734,pushkinskij
"№ 297, школа",../../sredneobrazovatelnaya-shkola/297-shkola/index.html,a582,pushkinskij
"№ 511, школа",../../sredneobrazovatelnaya-shkola/-511-shkola/index.html,a819,pushkinskij
"№ 408, лицей",../../sredneobrazovatelnaya-shkola/408-litsej/index.html,a587,pushkinskij
"№ 403, школа",../../sredneobrazovatelnaya-shkola/403-shkola/index.html,a584,pushkinskij
"№ 500, школа",../../hudozhestvenno-esteticheskoe-obrazovanie/-500-shkola/index.html,a595,pushkinskij
"№ 477, школа с углубленным изучением предметов художественно-эстетического цикла",../../hudozhestvenno-esteticheskoe-obrazovanie/477-shkola-s-uglublennyim-izucheniem-predmetov-hudozhestvenno-esteticheskogo-tsikla/index.html,a594,pushkinskij
