id,ogrn
dd8ef61c370d1bd49080e82528f417dc,1027809191442
a0399d26ad5f4c042cee223552e5585c,1027802511879
ce6e723662810ac2b108f560812d26da,1027800551130
971ab6dff76d1b5ee5eadb40480ac35d,1027804182560
7b17cf1477a7b68cd7bfdc6cc4750d98,1037828004390
6651d530894913004d3459a08722a178,1027800547510
2ab57b3e9febddfe44febe2b9a3b412e,1027809217480
5445605360d7515ce7254d727305d7c1,1027804895161
2a4a73baa378c2bf97fe8d78a3056228,1027807593758
4ac3a7fb0d4a8a4bb4f1f3f0cb852321,1027809204169
20b4cf4182d487c8223c0cafa85800c2,1027806066090
e54bf3e222181035d88f01880c1322cf,1037825019594
21c8a06778d66aa572a7b46eac684b01,1027806857561
0f5fb3aae32ea35c75792c5a41bae565,1027810346387
d6a7d8de4d43a7dce016f8fd9d8fd460,1027807581460
f02eea047e065c647f622b48dacd72e8,1027804604695
e19248bdf502df4db6bb1b2e6971f7ac,1027807568392
d95e76ad336a94de817b72435a47bf26,1027806887668
8fb81f009d02627a3c45c6bec317b049,1027812404663
8dd2b0da9f9e3121469efe0a719a7b29,1027801583655
8d9ffe11e893906c50bbf5d4fffd5cde,1027802499141
6ba9252e411321b9a3c65bb8bcbc691a,1027800560303
62da009e78f5f815a37b908051f4e915,1027801583347
da6e5535ab98afe6fd588da783bfa42e,1027804599460
a3c345b151831fb7518e4f3750df8820,1037821001240
bd95b1a5a6d5e8a889fe502af48ad511,1027807573200
5ac4f061e1041d089afe5ebc8511e779,1027810242910
d728f014333fd66bcdc2a5b23e27cd44,1027801583897
65e8e5d5e1185b395ca9b8f4896219cb,1027807584133
cffc563064d3ba0715bc36e33144bcdf,1027807579282
94c01fb2371aca9ce60648577bbd90de,1027809007940
5fc5c8f431d09dfb3bf8009a03f364c9,1027809251931
d5f3ab13e3f4fb67a20e48462650479a,1037800017969
de71391ec04097da7332776cc6c4f4f4,1027802499119
0a44dea804ccb4c0aeb092ebe11a78fc,1027802767300
05e5bf66aa8e29fe9c8a0007e794de0d,1037835024589
b7b0165570e72ac89e9c635752d8edea,1037825019506
2a9b85abf69548676d8f4b869d436995,1027807587323
58c307853dc2d713ce7df0869342ac3e,1027806082391
a05ffce54f2c45eaf254f136073d5b37,1027804894292
0383f0162437907f0db5e3a3bdf3a975,1027802740998
fd4f2be848f50a99b517a5fc59a87311,1027806075296
d163a762ff257a01f0d7ee51043ff54e,1027807992827
89f3f8e3306a0483deb291e97519d6d7,1027801583787
ca8ec1e81e65b77418a9145e4bb15065,1027808757844
9dc2aca8a0ab9644c567f623c7f0adcf,1157847167840
0a3bfda43c15da85718b65f27dd580a7,1027804187916
f48343d471d2fa11e8105033299f707c,1037843021446
1320fa345933943cd323cd866eb5f3fa,1027802496590
73d9bd7372047ed6ed16f76a20288f63,5067847274754
77f83f04f0c28a462ab1044ff787e791,1027807582461
1cf2e01dea638cf8d458a184122d2663,1027808913175
bed1afcb9452c5ffd2c725398fc4f86c,1027802740635
1020020c2d985fedd5faec7352283316,1027808918752
a54427f7ca0206d71fefac5d9e0cce87,1027806891419
1b02af6b10f87e68775154d3a0c928f1,1027802739447
e56082ce54e19f86f8528d23fbfc55bc,1027801583369
9c10cc32c4cacaa3db6d87afdf651251,1137847313009
e7d71bb9122399ed7b36a2fed38ea9b8,1027802499339
60d744c8b4486e1f7b33828e345179a7,1027807992761
0337e392c55e7f41e91a18d6e0e9f3a1,1027810346739
1f3cd942014bb473092b5d96c1bee2fe,1027807991452
7660a3704b138245a1d061dc6d2bfabb,1027809003584
88ba10babae72f7f95658af1b0e697dd,1027802497260
564547b4a971e33236414bd2c023090c,1027807591965
a6943fba57eef17848229d55ab6542e6,1027802738413
1d475fb44d1db845eea4e38a28ffa66b,1027804892345
2e87773c4b9ec4c2907ecfb0e7091e06,1037800017584
0b3de1f1b445900e84e1f41af18a739f,1027801583590
e140418ea9cdf97ff7418c5e83e6ccd8,1027808758196
6291ec3ea46d3a71cd8aed5fbb81de80,1047800031355
66a4e693f7a6fe859f639f9b4184bbe4,1037816029415
dfcc909d35fe0e49290ada16c98411e3,1027800547610
4cf9d8c92c9c57952d237b7783a14cf3,1027807583187
7c6514161e64c33f9a1f36befc41b557,1037800017551
b121b7c5257eefb4be4a9f9ccff3f0fd,1027802497909
ef136c460744f05d178e08f329b9c569,1037825006394
c15b3f96bee9e6df2c9790508dddc114,1057812376720
d5d0b38c5048e2f73ba069fc5ffd3132,1027804893071
ededb56c2858c2c5df8655ab50d51542,1037828040117
3eedf075e7571b91d00644a3f4b56396,1027809003551
e71cd633caec0fb50ffb191afde42ef4,1027807991518
9856eb1ba05c534a8f1a88cc4619bd9f,1027801583633
093dcf127fbc8531e7cd0b24e30c8ed6,1027807587917
0cd43947510f6e8907f13a978fdaf501,1037811001062
79132d932f015fe152ba2da39aafca27,1037832012316
26c2504f400e111b23fe3ad2d98062d9,1027802754440
27ca814a820b4e243770af1c68a8ec5c,1177847375562
9873f4e12e4a52bfa7c07ee892748819,1027802496578
49db9d62da8ea9249dc426e846d34464,1037816037775
ef9336c8fd64e00485a166127264a9ea,1037843029025
5dc679d7676f23222a2ca0494ea4dd84,1037825013148
a1f1800dded14ccc4d0a738b52f027c5,1027801583380
93d19c9f8d469deab175e3fb3a655d9b,1027802742747
403a5b28751f9cbbca755d45484e18ef,1037816030966
201f32489e79a4bbba6f636981d7a8e5,1037825013820
f3dcad676ec45a54c826e8ab074cc5e5,1027801583424
8d2e426ead4679ef22cc6d3a80f98cf3,1027810334353
1501ecea4a2e61dbc025464364213754,1037825032420
893a84ad73346bda08db5b1049ea18d4,1037835048041
b8b9b16c14e3522b4c781e457ad58013,1027808867350
60601d8a3d37f65e57a0d182226d055e,1037800021380
a99d79ce627e65c1f63d7c7cfaad959f,1027802499306
b6bcad1f654c6d4eddec6cafe364297e,1027802500725
7fa6142bd3452951b0aff17a336d8c2b,1027808757701
fc51a9feb41a0895917de1b53b88f3d9,1037821001327
8a2639e287ed38e064ee58797db176e8,1027807587862
6d249341a424f7097b2617d79c752901,1147847198091
2b54fd090d46a7b43a72590be217e664,1027808758383
67854c2ed1be380b3f25b05db990cbc3,1027808757932
964538c546148ac42b681d66a525ab2a,1089847102817
6245fc6cdcb356277d53905ef16cf2b7,1027801583578
847488aa7e93a492e0446111fad3857a,1027804188004
ba940cda294db138adda297f755e9b40,1027801583226
e6e2e9e5eec9d8b28517394adb4cb295,1037843091208
1cbdc58948efad37847885f9e321bd44,1037843005441
256116827f33b5f1b09380c849ac9f7e,1027809003540
9970fd93304797ccb14a49a341998de3,1027802496810
38c32a97484c152bdc56bff93695ae9b,1037828001166
1c7bb0f470bba30ff558c7a8fdd2e91b,1037825025776
85d4e3a0810f16b1a6ba5599302b8732,1027804603650
20ae56cd84533fc697d112ceb5c0d0b2,1027807992772
55c2d1485bd00acb553c8e5593cf3c27,1027804601912
dac29a6ceaf7bb0f5363c889aa92413c,1027804182471
6d10c688ad76c4a4424c68b5111daaca,1027804602980
6a57e79ae0824ce613542dc02c0ae4b8,1037843060408
5694a0347e64b9605c219fc724001125,1037821026429
74a8636c38cac12f8dfda7dbd81a042a,1027804895029
ecba4b2ba1cbe7b35b86084571b8b44c,1037851014167
bf744c5f7105744ede726c00ef1c6f02,1027801583391
324a6a390a313b3265fd5316008243bb,7077847159086
264ecf057de634b4e5817921a18a4742,1027801582930
cf1c291726aa87074af19056df596c03,1027804187905
66fe7ba3c6bb5b1e6a70bd0351a7f0fc,1027810344100
6d73270013a98b5c0382f861a45965a3,1037835024820
af25d0ff33bc02f0979c96a1a81a6128,1027810346717
2a184beadb49c03868b023b0ca5ded66,1037819004728
bb74c3570a0334e323ca388547c24c03,1027812401693
ca38c61283cdf2b8bc75fb77623cfbda,1027807573925
d31af453cfcdcc20397028d3e718802e,1117847435111
e6a9d7b3f61ec60da68a6bd16175a37b,1027812405422
5cc21e866358a09d566db458714addd8,1027804903466
93815c21858c66fa127540c7a9e59c5d,1027804894281
d827e8a317258397a0e3ccfff2b1628d,1027807570790
7f1f25d80e33b73eab4a711bf573c1a1,1027806075736
e37c176c935716427e93a40ea5c2ee4f,1027804188015
7fab7fa2c2e0c11aca6b849dbcb9a531,1117847074190
d498602eb64967c9dffd0b94ebda161a,1027807997557
033a006d87fde650e04ba0dbcf91ca3d,1027801541602
de0d05c5e29b4548873118e29df8c367,1027804601483
9846878b16c48c60d7fe38a4775200a3,1027808003332
4e4a1992d9bccaf5c21934885e032ecf,1027804600548
bfc8466f91669935cf6056d3ecff82f8,1027812404058
ee09997e7dfcf859d7913e62e7bab6a9,1027808916343
84f6b14e55e30725281512be7477eced,1027807992981
8cd8c0c28a243c998790e1e6d2982a5b,1037825010123
f5f28a44332e63145e33222a93f0ecd2,1027802497304
669c20c1d0fff842ae45f36c22f4c1a7,1027810349368
3cd2fed9f8958844a55f2147bf7ace5c,1027808757855
d99e78bca05ad90563d05b0c02e85846,1037825019891
1274ec69038539363bb2d4218bdbfc24,1027802737863
f8ab68bfeb005dda07f48e46f40dde2d,1027808913373
18f1ce02df2c3989e28630bb683074b0,1047844001446
9029a7727efca39bb85a844c5083b599,1027802738985
d65b6f99db7a2e0aa837ea13395c89ad,1037825011003
129e3ef305f53160e9514d7bb6edcae2,1037816019317
fca124789c5ca8a71b40f58ca9a772d7,1027807588160
2e49336ffe5e5c235c8b6692c9110c39,1027802521262
af3743747f7f841ab50c0d21a4960f9d,1027802753880
5e581c214e1260473f1c958546e39453,1027807992200
7d4fcd7e46d8aa8eddb2c377a11835ff,1027804602000
4a7fbb00c67214ae5213f9678f65577b,1147847199202
6ac4bd422f56c14c125701b053dd0fc1,1027802749402
af0091d87078f4f5ff3780413f4279ed,1037800004648
cc371c153f266513a75b411616301bc6,1027802499328
56f09b762e4cf3ef39c3f2fe48803b83,1027801582258
7992669408964de1be0b4179ea4463e0,1027809241118
c844b52b5daac53599884a3b97dffe21,1027812405390
b0fe58459a7e72688561590e54eeecd4,1147847205681
be6171506e397b781f94c2c19c1ae854,1037816055518
c8f9a0c26addbcff78189211da8b3f3b,1027802749204
ecca4110d8abda1ad3a33cf00a74fdbc,1027809009084
194d9f2bef06dced19df9478699ce394,1027804601131
ddb9996423a45b2d099744006e1a34ed,1027807991331
faf30cfc2cb67087a82931f1eeb8f90b,1027801583754
0692305bc181bb897d8c6c510d4b5762,1027809003595
f673b3ff40af3b9119ae523bcea106ff,1027801583556
598f7793d3ed285348b631020e7b2bb9,1037800017243
26bf9779a0bf54c8fe42507444c069f3,1037832010171
0141782991dac42359f20bd8d5e64bc7,1027807583132
568c7520ab1470640d19ee569087f707,1027802499944
05b6d4a30e4c6330275746c0f7a6e2f7,1027801582820
8297a10e39a67827bbe83eb15097b7a4,1027802499207
e3efadbfc5cd1fc1591695cede924926,1027807992850
b90f0d9521d34e775d0082f51b2dfea7,1027808012715
d9de53933e6875c6458d4290224c589b,1027802496732
540a1db4eb0918e2577603e4069b8802,1027804610107
42d3b5ac6751fb90a9f839bc6ed25c1d,1027808757833
b4897087fc66eabcf6b90179684e296c,1027809002968
bfe16e2f850f18a203923473a3d01dce,1027802730603
fcdf9eec3b4b88d4086cf625bb2e32de,1027807570482
05f1e4735e93d07fba815c2b40ed2bdd,1027802735960
364f189e04d0e99799a46ac428932826,1027801583479
bc8570a3aadd9f297dc05c0a1b24527a,1027810301606
8cf6c554834c0b4a77e2222b89731f70,1027804602715
5427ede023e6491b896bbdfa43801bb5,1027806892827
4879bf02549fef5c4bfc51253d897d85,1037841003980
22b0761a74ad694b982f00dd41c8099b,1027801582940
d5f2260ec77040aeb7718bdae25dfb9a,1037828005775
2a60458dfe6bcd487eb729c1e12a5e56,1027806070038
e4fde1dc3080e2db5e0d1a1f3478bb1e,1027808757371
619a3c946baf71758125cbbf4dd53ed4,1037816004335
c32f1ffc5849abfde79e566a2513cb2e,1027804892939
5173087fb3edeb7537d2848cc5fef82a,1037821014428
ae176a456df8ab7a4e298ecc53da0a4b,1027801583336
9b96222566922b0e5a481134c1c62e0d,1037816003664
67c306642af5e6f082cf3e5a56eba8eb,1037811038682
85f8a5b94d0bca62741423b889b89c5c,1037825017603
2bec85b3802e112583cc0518d80aa1a5,1027802499372
ba693745e14d34ba00911377c8436a69,1027806893047
ac98fece9ca96c025960968c96344a0c,1027810291189
9d29528e74844c34129b378a028cc846,1027809003530
01cabc2bcd9e66378938ffdd2b201b6b,1027809003518
8d8a014ad690a72d08308b0eba5a3fbe,1027804605443
e81e2e4c3f33ace66b985548411a1260,1027804605696
4c386ba1f4b92a2168838283bdb1722f,1027808910557
00c5fabac7421005c733f40e20a42dd0,1027808757239
cd2a15a27c1f038dde229d98f0c133ef,1027808867052
b09466d763049c66fe641a0af098822f,1037800017518
1afc9785e683067fa67f1be3b608cb83,1027804600713
f40e9d11198b46f3a163c5df571ae6ba,1037835052331
a0be9b2db49c55e92facc8fb4a13e256,1037816029460
a9826e513c46048de9811ea135210463,1027802751822
2128884bd6ccbbf0d1dc3bb0be5a6925,1027808758691
d6a9da0db72be073c48e5eea1cf1c355,1047855063849
b75b68c39f3530516928d968fc0c4864,1027810359730
96eb1bd20a59bad695662c419b3c726b,1027810304345
1dda5122cda47acf75de126689b1687b,1027802749248
4e387dc5f8384dbb340c5a3a40ed9585,1027807585024
961fbea69347277bbac3762bfaa93b53,1027801582214
d500ec243f6183dae05e81035a542ad5,1027807581493
f2dfab1116148464d552badb985a3c72,1027807582824
ef3d70bde813c411ed2744d37369b5cd,1027807992728
809beafdb55882478026f5aeb9f0bb32,1027801583644
2586ccf688fcacdb13b56c2803348db0,1027802730614
1fc0c3e7dc526f281c917fb5c4491bf4,1027808867118
565552c9c52f987805c6efa93a2ac9a0,1027804606202
b3d57d63a1060bf1d167d8087f8ff888,1037825012235
7e329b081704c38a08f3d20f30bbd928,1027801583446
1eea3d527f204f33a2467e07b521279a,1027804895073
a0b1587696f9721670aaf1b197adc1ce,1027804603420
d0617406fe9c2283573ef7e07b9dcb62,1027808914121
65381b10acd8c33121e8701ce35f181f,1037851016070
778000c6a14129e9b6d2595dfc16b3ed,1027806071457
f869a2b1b6fbe107e1ef717728305d50,1037832053665
000e6b938d401fc6e2333873561b9e3e,1037832007553
7a67080248fb90f492adcd71b752094a,1027804892906
92049dd01eec5ca0fe2f883d7b6ec0ee,1027801583490
c739fcc4887b0fccb545948c26c7a9ba,1027806069543
01b6a0764fc90e1cb7a35dea30ffeb5d,1027804605905
