name,id
Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа №103 с углубленным изучением математики Выборгского района Санкт-Петербурга,0b3de1f1b445900e84e1f41af18a739f
ГБОУ СОШ №103,0b3de1f1b445900e84e1f41af18a739f
ГОУ СОШ №103,0b3de1f1b445900e84e1f41af18a739f
Школа № 103,0b3de1f1b445900e84e1f41af18a739f
Школа №103,0b3de1f1b445900e84e1f41af18a739f
"№ 103, школа",0b3de1f1b445900e84e1f41af18a739f
Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 456 Колпинского района Санкт-Петербурга,e140418ea9cdf97ff7418c5e83e6ccd8
ГБОУ СОШ №456,e140418ea9cdf97ff7418c5e83e6ccd8
ГОУ СОШ №456,e140418ea9cdf97ff7418c5e83e6ccd8
Школа № 456,e140418ea9cdf97ff7418c5e83e6ccd8
Школа №456,e140418ea9cdf97ff7418c5e83e6ccd8
"№ 456, школа",e140418ea9cdf97ff7418c5e83e6ccd8
Государственное бюджетное общеобразовательное учреждение школа-интернат № 576 среднего общего образования с углубленным изучением предмета физическая культура Василеостровского района Санкт-Петербурга,6291ec3ea46d3a71cd8aed5fbb81de80
ГБОУ ШИ №576,6291ec3ea46d3a71cd8aed5fbb81de80
ГОУ ШИ №576,6291ec3ea46d3a71cd8aed5fbb81de80
Государственное бюджетное общеобразовательное учреждение школа №609 Красногвардейского района Санкт-Петербурга,66a4e693f7a6fe859f639f9b4184bbe4
ГБОУ №609,66a4e693f7a6fe859f639f9b4184bbe4
ГС(К)ОУ №609,66a4e693f7a6fe859f639f9b4184bbe4
Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа №2 Василеостровского района Санкт-Петербурга,dfcc909d35fe0e49290ada16c98411e3
ГБОУ СОШ №2,dfcc909d35fe0e49290ada16c98411e3
ГБОУ СОШ №2,dfcc909d35fe0e49290ada16c98411e3
Школа № 2,dfcc909d35fe0e49290ada16c98411e3
Школа №2,dfcc909d35fe0e49290ada16c98411e3
"№ 2, школа",dfcc909d35fe0e49290ada16c98411e3
