name,href,id,area,city_olymp,ege,oge,folk_rating,specialisation,url_id,phones,url
"№ 170, школа [ЗАКРЫТА]",../../deti-s-osobennostyami-razvitiya/170-shkola-klassyi-dlya-detej-s-oslablennyim-zdorovem/index.html,a283,krasnogvardejskij,"",43.8,"",0,Дети с особенностями развития,../data/shkola-spb.ru/cache/detisosobennostyamirazvitiya170shkolaklassyidlyadetejsoslablennyimzdorovemindexhtml.htm,8122256264|8122253045,170piter.ucoz.ru
"№ 369, лицей",../../sredneobrazovatelnaya-shkola/369-litsej/index.html,a331,krasnoselskij,12,64.7,4.3,6.4,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola369litsejindexhtml.htm,8127511717|8127512524,лицей369.рф
"№ 548, школа с углубленным изучением английского языка",../../anglijskij-yazyik/548-shkola-s-uglublennyim-izucheniem-anglijskogo-yazyika/index.html,a347,krasnoselskij,6,64.6,4.3,7.0,Английский язык|Иностранные языки,../data/shkola-spb.ru/cache/anglijskijyazyik548shkolasuglublennyimizucheniemanglijskogoyazyikaindexhtml.htm,8127425326|8127434853,sc548.ru
"№ 399, гимназия",../../anglijskij-yazyik/399-gimnaziya/index.html,a342,krasnoselskij,8,64.3,4.2,5.1,Английский язык|Другие языки,../data/shkola-spb.ru/cache/anglijskijyazyik399gimnaziyaindexhtml.htm,8127369413|8127369367,school399.ru
"№ 382, школа",../../sredneobrazovatelnaya-shkola/382-shkola/index.html,a334,krasnoselskij,"",61.8,3.5,7.1,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola382shkolaindexhtml.htm,8127415233|8127417093,school382.spb.ru
"№ 271, гимназия",../../sredneobrazovatelnaya-shkola/271-gimnaziya/index.html,a323,krasnoselskij,12,61.1,4.1,4.3,Французский язык,../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola271gimnaziyaindexhtml.htm,8127512681|8127519311,gimnaz271.ucoz.ru
Школа экономики и права (ШЭиП),../../sredneobrazovatelnaya-shkola/gimnaziya-instituta-ekonomiki-i-prava-rossijskoj-akademii-upravleniya/index.html,a354,krasnoselskij,2,60.6,"",5.8,Частная школа,../data/shkola-spb.ru/cache/sredneobrazovatelnayashkolagimnaziyainstitutaekonomikiipravarossijskojakademiiupravleniyaindexhtml.htm,8127457167,shkola-prava.ru
"№ 395, лицей",../../sredneobrazovatelnaya-shkola/395-litsej/index.html,a340,krasnoselskij,2,59.8,4.1,5.9,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola395litsejindexhtml.htm,8127440047,www.licey395.ru
"№ 505, гимназия",../../sredneobrazovatelnaya-shkola/505-gimnaziya/index.html,a345,krasnoselskij,1,59.6,4.1,5.2,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola505gimnaziyaindexhtml.htm,8127300248|8127303407,gymnase505.ucoz.ru
"№ 590, лицей",../../sredneobrazovatelnaya-shkola/590-litsej/index.html,a350,krasnoselskij,4,59.4,4.0,7.6,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola590litsejindexhtml.htm,8127423539|8127425181,www.likt590.ru
"№ 293, гимназия",../../sredneobrazovatelnaya-shkola/293-gimnaziya/index.html,a329,krasnoselskij,6,59.0,4.1,5.4,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola293gimnaziyaindexhtml.htm,8127512661,293.spb.ru
"№ 398, школа",../../sredneobrazovatelnaya-shkola/398-shkola/index.html,a341,krasnoselskij,"",58.6,3.7,3.2,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola398shkolaindexhtml.htm,8127462439|8127461333,sites.google.com/site/school398krs
Санкт-Петербургская международная школа и школа-пансион (СПбМШ),../../sredneobrazovatelnaya-shkola/sankt-peterburgskaya-mezhdunarodnaya-shkola-i-shkola-pansion/index.html,a355,krasnoselskij,"",58.5,"",0,Частная школа,../data/shkola-spb.ru/cache/sredneobrazovatelnayashkolasanktpeterburgskayamezhdunarodnayashkolaishkolapansionindexhtml.htm,8127444478|8122757684,www.interschool.ru/spbmsh.html
"№ 242, школа с углубленным изучением физики и математики",../../matematika/242-shkola-s-uglublennyim-izucheniem-fiziki-i-matematiki/index.html,a318,krasnoselskij,"",58.4,"",4.9,Математика|Физика,../data/shkola-spb.ru/cache/matematika242shkolasuglublennyimizucheniemfizikiimatematikiindexhtml.htm,8127442600|8127442602,school242.edu.ru
"№ 380, школа",../../sredneobrazovatelnaya-shkola/380-shkola/index.html,a333,krasnoselskij,"",57.3,3.9,4.7,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola380shkolaindexhtml.htm,8127414216|8127411701,school380.ucoz.ru
"№ 352, школа с углубленным изучением немецкого языка",../../inostrannyie-yazyiki/352-shkola-s-uglublennyim-izucheniem-nemetskogo-yazyika/index.html,a330,krasnoselskij,2,56.8,"",4.2,Иностранные языки|Немецкий язык,../data/shkola-spb.ru/cache/inostrannyieyazyiki352shkolasuglublennyimizucheniemnemetskogoyazyikaindexhtml.htm,8127441542|8127441575,www.352spb.edusite.ru
"№ 549, школа",../../sredneobrazovatelnaya-shkola/549-shkola/index.html,a348,krasnoselskij,"",56.6,3.7,5.4,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola549shkolaindexhtml.htm,8127518538|8127427321,sch549.ru
"№ 276, школа",../../sredneobrazovatelnaya-shkola/276-shkola/index.html,a325,krasnoselskij,1,56.5,3.9,7.2,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola276shkolaindexhtml.htm,8127414628|8127415905,school276.spb.ru
Лицей искусств «Санкт-Петербург»,../../hudozhestvenno-esteticheskoe-obrazovanie/sankt-peterburg-litsej-iskusstv/index.html,a353,krasnoselskij,1,56.2,"",5.4,Художественно-эстетическое образование,../data/shkola-spb.ru/cache/hudozhestvennoesteticheskoeobrazovaniesanktpeterburglitsejiskusstvindexhtml.htm,8127514759|8127425152,www.lispb.ru
"№ 568, школа",../../sredneobrazovatelnaya-shkola/568-shkola/index.html,a349,krasnoselskij,2,56.0,3.5,5.2,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola568shkolaindexhtml.htm,8127432964|8127432965,568spb.edusite.ru
"№ 390, школа",../../sredneobrazovatelnaya-shkola/390-shkola/index.html,a337,krasnoselskij,"",55.0,3.8,6.3,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola390shkolaindexhtml.htm,8127304707,https://sites.google.com/site/gbousos390sanktpeterburga
"№ 285, школа",../../sredneobrazovatelnaya-shkola/285-shkola/index.html,a326,krasnoselskij,1,54.7,"",8.9,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola285shkolaindexhtml.htm,8124175265|8124175264,www.school285.ru
"№ 237, школа",../../sredneobrazovatelnaya-shkola/237-shkola/index.html,a317,krasnoselskij,"",54.5,3.7,4.7,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola237shkolaindexhtml.htm,8127358931|8127354817,school237.ucoz.ru
"№ 383, школа",../../sredneobrazovatelnaya-shkola/383-shkola/index.html,a335,krasnoselskij,"",54.5,3.6,6.3,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola383shkolaindexhtml.htm,8127354835|8127354508,school383.ru
"№ 252, школа",../../sredneobrazovatelnaya-shkola/252-shkola/index.html,a320,krasnoselskij,2,54.3,3.6,6.2,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola252shkolaindexhtml.htm,8127366813|8127369228,www.school252.ru
"№ 270, школа",../../sredneobrazovatelnaya-shkola/270-shkola/index.html,a322,krasnoselskij,"",54.3,3.5,7.8,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola270shkolaindexhtml.htm,8127414201|8127414300,schol270.ucoz.ru
"№ 375, школа",../../sredneobrazovatelnaya-shkola/375-shkola/index.html,a332,krasnoselskij,2,54.2,"",6.0,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola375shkolaindexhtml.htm,8127452300|8127429592,school-375.ru
"№ 200, школа с углубленным изучением финского языка",../../drugie-yazyiki/200-shkola-s-uglublennyim-izucheniem-finskogo-yazyika/index.html,a314,krasnoselskij,1,54.2,3.6,5.6,Другие языки|Иностранные языки,../data/shkola-spb.ru/cache/drugieyazyiki200shkolasuglublennyimizucheniemfinskogoyazyikaindexhtml.htm,8127452855|8127511515,двухсотка.рф
"№ 291, школа",../../sredneobrazovatelnaya-shkola/291/index.html,a784,krasnoselskij,"",53.8,3.6,4.8,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola291indexhtml.htm,8126930005|8126930008,www.school291.ru
"№ 275, школа",../../sredneobrazovatelnaya-shkola/275-shkola/index.html,a324,krasnoselskij,"",53.4,"",4.6,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola275shkolaindexhtml.htm,8127493176,school-275.narod.ru
"№ 262, школа",../../sredneobrazovatelnaya-shkola/262-shkola/index.html,a321,krasnoselskij,5,53.0,"",2.9,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola262shkolaindexhtml.htm,8127411155|8127411102,262spb.edusite.ru
"№ 385, школа",../../sredneobrazovatelnaya-shkola/385-shkola/index.html,a336,krasnoselskij,1,52.6,3.7,6.0,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola385shkolaindexhtml.htm,8127444724|8127444742,sites.google.com/site/school385krs
"№ 391, школа",../../sredneobrazovatelnaya-shkola/391-shkola/index.html,a338,krasnoselskij,"",52.4,3.6,4.4,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola391shkolaindexhtml.htm,8127462898|8127461010|8127462731,www.goy391.narod.ru
"№ 217, школа",../../sredneobrazovatelnaya-shkola/217-shkola/index.html,a316,krasnoselskij,"",52.2,3.1,5.5,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola217shkolaindexhtml.htm,8127354704|8127363064,school217.spb.ru
"№ 208, школа",../../sredneobrazovatelnaya-shkola/208-shkola/index.html,a315,krasnoselskij,"",51.2,"",6.3,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola208shkolaindexhtml.htm,8127351985|8127369581,school208spb.ru
"№ 414, школа",../../sredneobrazovatelnaya-shkola/414-shkola/index.html,a343,krasnoselskij,"",51.0,3.9,7.2,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola414shkolaindexhtml.htm,8127389829|8127389444,school414.ru
"№ 247, школа",../../sredneobrazovatelnaya-shkola/247-shkola/index.html,a319,krasnoselskij,"",50.7,"",6.4,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola247shkolaindexhtml.htm,8124172745|8124172746,www.school247.spb.ru
"№ 546, школа с углубленным изучением предметов художественно-эстетического цикла",../../hudozhestvenno-esteticheskoe-obrazovanie/546-shkola-s-uglublennyim-izucheniem-predmetov-hudozhestvenno-esteticheskogo-tsikla/index.html,a346,krasnoselskij,"",50.6,3.7,4.7,Художественно-эстетическое образование,../data/shkola-spb.ru/cache/hudozhestvennoesteticheskoeobrazovanie546shkolasuglublennyimizucheniempredmetovhudozhestvennoesteticheskogotsiklaindexhtml.htm,8126951854|8126939276,sites.google.com/site/school546krs
"№ 394, школа",../../sredneobrazovatelnaya-shkola/394-shkola/index.html,a339,krasnoselskij,2,50.3,3.3,5.1,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola394shkolaindexhtml.htm,8127516630|8127514066,sc394.narod.ru
"№ 289, школа-интернат",../../sportivnaya-shkola/289-shkola-internat/index.html,a327,krasnoselskij,"",49.4,"",6.8,Спортивная школа,../data/shkola-spb.ru/cache/sportivnayashkola289shkolainternatindexhtml.htm,8127417313|8127416565,school-289.ru
"№ 290, школа",../../sredneobrazovatelnaya-shkola/290-shkola/index.html,a328,krasnoselskij,"",47.5,3.6,5.5,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola290shkolaindexhtml.htm,8123004883,290school.ucoz.org
"№ 167, центр образования",../../sredneobrazovatelnaya-shkola/167-tsentr-obrazovaniya/index.html,a763,krasnoselskij,"",46.2,2.9,8.9,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola167tsentrobrazovaniyaindexhtml.htm,8127448771,co167.ru
"№ 428, начальная школа - детский сад",../../nachalnaya-shkola/428-nachalnaya-shkola-detskij-sad/index.html,a344,krasnoselskij,"","","",0,Начальная школа,../data/shkola-spb.ru/cache/nachalnayashkola428nachalnayashkoladetskijsadindexhtml.htm,8127456600|8127456457,sites.google.com/site/school428krs
"№ 675, прогимназия «ТАЛАНТ» для детей дошкольного и младшего школьного возраста",../../nachalnaya-shkola/675-progimnaziya-talant-dlya-detej-doshkolnogo-i-mladshego-shkolnogo-vozrasta/index.html,a351,krasnoselskij,"","","",6.8,Начальная школа,../data/shkola-spb.ru/cache/nachalnayashkola675progimnaziyatalantdlyadetejdoshkolnogoimladshegoshkolnogovozrastaindexhtml.htm,8127434575|8127420155,www.talant675.ru
"№ 678, начальная школа - детский сад",../../nachalnaya-shkola/678-nachalnaya-shkola-detskij-sad/index.html,a352,krasnoselskij,"","","",9.3,Начальная школа,../data/shkola-spb.ru/cache/nachalnayashkola678nachalnayashkoladetskijsadindexhtml.htm,8127301433|8127300015,sites.google.com/site/school678krs
"№ 7, коррекционная школа (VII и VIII вида)",../../deti-s-osobennostyami-razvitiya/gbou-sksh-7/index.html,a989,krasnoselskij,"","","",0,Дети с особенностями развития,../data/shkola-spb.ru/cache/detisosobennostyamirazvitiyagbousksh7indexhtml.htm,8127300801,shkola7.spb.ru
"№ 547, школа",../../sredneobrazovatelnaya-shkola/-547-shkola/index.html,a1106,krasnoselskij,"","","",7.1,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola547shkolaindexhtml.htm,"",school547.ru
"№ 131, коррекционная общеобразовательная школа (VII вида)",../../deti-s-osobennostyami-razvitiya/-131-korrektsionnaya-obscheobrazovatelnaya-shkola-vii-vida/index.html,a1110,krasnoselskij,"","","",0,Дети с особенностями развития,../data/shkola-spb.ru/cache/detisosobennostyamirazvitiya131korrektsionnayaobscheobrazovatelnayashkolaviividaindexhtml.htm,8126160303,school131spb.ucoz.ru
"№ 422, школа",../../sredneobrazovatelnaya-shkola/422-shkola/index.html,a357,kronshtadtskij,1,58.0,"",5.1,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola422shkolaindexhtml.htm,8123113559|8123115311,school422.spb.ru
"№ 423, школа",../../sredneobrazovatelnaya-shkola/423-shkola/index.html,a358,kronshtadtskij,"",53.4,"",4.1,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola423shkolaindexhtml.htm,8123113352|8123113778,sch423kron.ru
"№ 418, школа",../../sredneobrazovatelnaya-shkola/418-shkola/index.html,a356,kronshtadtskij,"",53.3,3.8,7.6,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola418shkolaindexhtml.htm,8124390115|8124390127,www.school418.ru
"№ 425, школа им. академика П. Л. Капицы",../../sredneobrazovatelnaya-shkola/425-shkola-im-akademika-p-l-kapitsyi/index.html,a360,kronshtadtskij,"",51.5,"",5.6,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola425shkolaimakademikaplkapitsyiindexhtml.htm,8123115128|8123111456,school425.ru
Кронштадтский морской кадетский корпус (КМКК),../../voennoe-uchilische/kronshtadtskij-morskoj-kadetskij-korpus/index.html,a767,kronshtadtskij,1,50.2,4.2,5.0,Кадетские классы,../data/shkola-spb.ru/cache/voennoeuchilischekronshtadtskijmorskojkadetskijkorpusindexhtml.htm,8183111464,kmkk.edumil.ru
"№ 427, школа",../../sredneobrazovatelnaya-shkola/427-shkola/index.html,a361,kronshtadtskij,"",46.9,3.7,9.3,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola427shkolaindexhtml.htm,8123114512|8123113988,s427.spb.ru
"№ 424, школа",../../deti-s-osobennostyami-razvitiya/424-sanatornaya-shkola-internat/index.html,a359,kronshtadtskij,"",44.0,"",9.0,Дети с особенностями развития,../data/shkola-spb.ru/cache/detisosobennostyamirazvitiya424sanatornayashkolainternatindexhtml.htm,8123115257|8123115654,www.libraveka.narod.ru
"№ 662, начальная школа - детский сад компенсирующего вида для детей с нарушением зрения, речи, с задержкой психического развития",../../deti-s-osobennostyami-razvitiya/662-nachalnaya-shkola-detskij-sad-kompensiruyuschego-vida-dlya-detej-s-narusheniem-zreniya-rechi-s-zaderzhkoj-psihicheskogo-razvitiya/index.html,a362,kronshtadtskij,"","","",4.0,Дети с особенностями развития,../data/shkola-spb.ru/cache/detisosobennostyamirazvitiya662nachalnayashkoladetskijsadkompensiruyuschegovidadlyadetejsnarusheniemzreniyarechiszaderzhkojpsihicheskogorazvitiyaindexhtml.htm,8124350897|8124350896,www.662школа-сад.рф
"Школа ""Аксон""",../../sredneobrazovatelnaya-shkola/shkola-akson/index.html,a764,kronshtadtskij,"","","",7.0,Частная школа,../data/shkola-spb.ru/cache/sredneobrazovatelnayashkolashkolaaksonindexhtml.htm,9219424550,www.axonschool.ru
"№ 676, коррекционная школа",../../deti-s-osobennostyami-razvitiya/676-korrektsionnaya-shkola/index.html,a787,kronshtadtskij,"","","",7.8,Дети с особенностями развития,../data/shkola-spb.ru/cache/detisosobennostyamirazvitiya676korrektsionnayashkolaindexhtml.htm,8123116888,sch676.narod.ru
"№ 433, гимназия",../../sredneobrazovatelnaya-shkola/433-shkola/index.html,a364,kurortnyij,5,61.7,4.0,9.4,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola433shkolaindexhtml.htm,8124370247|8124372826,school433spb.ru
"№ 556, школа с углубленным изучением английского языка",../../anglijskij-yazyik/556-shkola-s-uglublennyim-izucheniem-anglijskogo-yazyika/index.html,a374,kurortnyij,2,59.6,4.0,2.8,Английский язык|Иностранные языки,../data/shkola-spb.ru/cache/anglijskijyazyik556shkolasuglublennyimizucheniemanglijskogoyazyikaindexhtml.htm,8124371489|8124377474,sch556.spb.ru
"№ 450, школа",../../sredneobrazovatelnaya-shkola/450-shkola/index.html,a371,kurortnyij,14,57.3,3.9,5.6,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola450shkolaindexhtml.htm,8124335018|8124334630,450spb.ru
"№ 324, школа",../../sredneobrazovatelnaya-shkola/324-shkola/index.html,a363,kurortnyij,"",56.5,3.5,3.8,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola324shkolaindexhtml.htm,8124373484,324school.spb.ru
"№ 442, школа",../../sredneobrazovatelnaya-shkola/442-shkola/index.html,a368,kurortnyij,3,54.8,3.7,8.3,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola442shkolaindexhtml.htm,8124320846|8124320826,школа442.рф
"№ 445, лицей",../../sredneobrazovatelnaya-shkola/445-shkola/index.html,a369,kurortnyij,1,54.1,3.8,0.8,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola445shkolaindexhtml.htm,8124333027|8124333514,school445.ru
"№ 435, школа",../../sredneobrazovatelnaya-shkola/435-shkola/index.html,a366,kurortnyij,"",53.6,3.9,9.4,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola435shkolaindexhtml.htm,8124347102|8124373100,school435.ru
"№ 466, школа",../../sredneobrazovatelnaya-shkola/466-shkola/index.html,a372,kurortnyij,"",50.8,3.5,7.4,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola466shkolaindexhtml.htm,8125966636|8125968616,www.school466.spb.ru
"Школа-интернат ""Олимпийский резерв"" (ГОШИОР)",../../sportivnaya-shkola/shkola-internat-olimpijskij-rezerv-goshi/index.html,a740,kurortnyij,"",50.5,3.5,0,Спортивная школа,../data/shkola-spb.ru/cache/sportivnayashkolashkolainternatolimpijskijrezervgoshiindexhtml.htm,8124373460|8124373422,goshior.ru
"№ 541, школа",../../sredneobrazovatelnaya-shkola/541-shkola/index.html,a373,kurortnyij,"",49.6,3.3,0.8,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola541shkolaindexhtml.htm,8124372551|8124374024,школа541.рф
"№ 447, школа",../../sredneobrazovatelnaya-shkola/447-shkola/index.html,a370,kurortnyij,"",49.1,3.3,0,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola447shkolaindexhtml.htm,8124332246|8124332115,www.school447.ru
"№ 434, школа",../../sredneobrazovatelnaya-shkola/434-shkola/index.html,a365,kurortnyij,"",49.0,"",5.8,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola434shkolaindexhtml.htm,8124373009|8124371398,school434.ru
"№ 437, школа",../../sredneobrazovatelnaya-shkola/437-shkola/index.html,a367,kurortnyij,"",47.9,"",0,Начальная школа,../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola437shkolaindexhtml.htm,8125968652|8125968810,www.school437.narod.ru
"№ 669, центр образования",../../sredneobrazovatelnaya-shkola/669-shkola/index.html,a742,kurortnyij,"",38.6,3.0,9.0,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola669shkolaindexhtml.htm,8124371516,www.c669.ru
"№ 611, школа",../../nachalnaya-shkola/611-shkola/index.html,a375,kurortnyij,"","","",0,Начальная школа,../data/shkola-spb.ru/cache/nachalnayashkola611shkolaindexhtml.htm,8124333164|8124338135,www.611spb.edusite.ru
"№ 545, школа",../../sredneobrazovatelnaya-shkola/-545-shkola/index.html,a1039,kurortnyij,"","",3.4,4.8,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola545shkolaindexhtml.htm,8124326201,school545.edusite.ru
Академия,../../chastnaya-shkola/akademiya/index.html,a1119,kurortnyij,"","","",0,Частная школа,../data/shkola-spb.ru/cache/chastnayashkolaakademiyaindexhtml.htm,8124320574,www.repino-kids.ru
"№ 366, физико-математический лицей",../../matematika/366-fiziko-matematicheskij-litsej/index.html,a384,moskovskij,47,73.6,"",6.3,Математика|Физика,../data/shkola-spb.ru/cache/matematika366fizikomatematicheskijlitsejindexhtml.htm,8123882652|8123887250,www.fml366.org
"№ 526, гимназия",../../sredneobrazovatelnaya-shkola/526-gimnaziya/index.html,a405,moskovskij,15,67.9,"",5.7,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola526gimnaziyaindexhtml.htm,8123730132|8123738046|8127084271,s526.spb.ru
"№ 524, гимназия",../../sredneobrazovatelnaya-shkola/524-gimnaziya/index.html,a401,moskovskij,18,65.2,"",6.1,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola524gimnaziyaindexhtml.htm,8123797970|8123786357,гимназия524-спб.рф
"№ 525, школа с углубленным изучением английского языка",../../anglijskij-yazyik/525-shkola-s-uglublennyim-izucheniem-anglijskogo-yazyika/index.html,a403,moskovskij,10,64.6,"",6.4,Английский язык|Иностранные языки,../data/shkola-spb.ru/cache/anglijskijyazyik525shkolasuglublennyimizucheniemanglijskogoyazyikaindexhtml.htm,8123799135|8123798139,www.525school.ru
"№ 373, ""Экономический лицей""",../../sredneobrazovatelnaya-shkola/373-shkola/index.html,a387,moskovskij,3,62.2,"",6.9,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola373shkolaindexhtml.htm,8123889829,sch373.narod.ru
"№ 371, школа",../../inostrannyie-yazyiki/371-shkola/index.html,a385,moskovskij,35,60.9,"",6.1,Иностранные языки,../data/shkola-spb.ru/cache/inostrannyieyazyiki371shkolaindexhtml.htm,8123885880|8123882292,shkola371.ru
"№ 1, школа с углубленным изучением английского языка",../../anglijskij-yazyik/1-shkola-s-uglublennyim-izucheniem-anglijskogo-yazyika/index.html,a376,moskovskij,15,60.2,4.3,6.8,Английский язык|Иностранные языки,../data/shkola-spb.ru/cache/anglijskijyazyik1shkolasuglublennyimizucheniemanglijskogoyazyikaindexhtml.htm,8123884832|8123691626,www.school001spb.ru
"№ 643, школа",../../sredneobrazovatelnaya-shkola/643-shkola/index.html,a412,moskovskij,2,59.4,"",5.3,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola643shkolaindexhtml.htm,8123750000|8123704414,www.643spb.edusite.ru
"№ 356, школа с углубленным изучением немецкого языка",../../inostrannyie-yazyiki/356-shkola-s-uglublennyim-izucheniem-nemetskogo-yazyika/index.html,a381,moskovskij,4,58.7,"",6.5,Иностранные языки|Немецкий язык,../data/shkola-spb.ru/cache/inostrannyieyazyiki356shkolasuglublennyimizucheniemnemetskogoyazyikaindexhtml.htm,8127272412|8127270946|8127277200,school356spb.ru
"РИД, частная школа",../../sredneobrazovatelnaya-shkola/rid/index.html,a417,petrogradskij,"",57.2,"",5.0,Частная школа,../data/shkola-spb.ru/cache/sredneobrazovatelnayashkolaridindexhtml.htm,8123690212|8122344860,www.reed.ru
"№ 489, школа",../../sredneobrazovatelnaya-shkola/489-shkola/index.html,a392,moskovskij,"",56.8,3.8,7.1,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola489shkolaindexhtml.htm,8123732962|8123732743,school489spb.ru
"№ 510, школа с углубленным изучением английского языка",../../anglijskij-yazyik/510-shkola-s-uglublennyim-izucheniem-anglijskogo-yazyika/index.html,a398,moskovskij,1,56.7,"",5.0,Английский язык|Иностранные языки,../data/shkola-spb.ru/cache/anglijskijyazyik510shkolasuglublennyimizucheniemanglijskogoyazyikaindexhtml.htm,8123754788|8123755531,new510.ru
"№ 544, школа с углубленным изучением английского языка",../../anglijskij-yazyik/544-shkola-s-uglublennyim-izucheniem-anglijskogo-yazyika/index.html,a409,moskovskij,6,56.7,"",6.0,Английский язык|Иностранные языки,../data/shkola-spb.ru/cache/anglijskijyazyik544shkolasuglublennyimizucheniemanglijskogoyazyikaindexhtml.htm,8123712931|8123708175,school544.ucoz.ru
"№ 351, школа с углубленным изучением французского языка",../../frantsuzskij-yazyik/351-shkola-s-uglublennyim-izucheniem-frantsuzskogo-yazyika/index.html,a377,moskovskij,3,56.6,"",7.7,Французский язык,../data/shkola-spb.ru/cache/frantsuzskijyazyik351shkolasuglublennyimizucheniemfrantsuzskogoyazyikaindexhtml.htm,8127272700|8127272680,https://sites.google.com/site/skola351spb
"№ 358, школа",../../sredneobrazovatelnaya-shkola/358-shkola/index.html,a382,moskovskij,"",55.7,"",5.8,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola358shkolaindexhtml.htm,8123886875|8123884923,school358.edusite.ru
"№ 507, школа",../../sredneobrazovatelnaya-shkola/507-shkola/index.html,a395,moskovskij,1,55.4,"",5.1,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola507shkolaindexhtml.htm,8123881953|8123884056|8123715867|8123715882,www.507.spb.edu.ru
"№ 485, школа с углубленным изучением французского языка",../../frantsuzskij-yazyik/485-shkola-s-uglublennyim-izucheniem-frantsuzskogo-yazyika/index.html,a391,moskovskij,3,55.0,"",4.7,Французский язык,../data/shkola-spb.ru/cache/frantsuzskijyazyik485shkolasuglublennyimizucheniemfrantsuzskogoyazyikaindexhtml.htm,8123738067|8123734786,school485.ru
"№ 536, школа им. народного учителя Т. И. Гончаровой",../../sredneobrazovatelnaya-shkola/536-shkola-im-narodnogo-uchitelya-t-i-goncharovoj/index.html,a406,moskovskij,"",53.4,"",3.8,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola536shkolaimnarodnogouchitelyatigoncharovojindexhtml.htm,8123790346|8123790353,www.school536.ru
"№ 354, школа",../../sredneobrazovatelnaya-shkola/354-shkola/index.html,a379,moskovskij,"",52.9,3.7,5.1,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola354shkolaindexhtml.htm,8127041914|8127041917,354spb.edusite.ru
"№ 372, школа",../../sredneobrazovatelnaya-shkola/372-shkola/index.html,a386,moskovskij,1,52.7,3.7,5.5,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola372shkolaindexhtml.htm,8127270698|8127270096,372.ucoz.ru
