name,href,id,area,city_olymp,ege,oge,folk_rating,specialisation,url_id,phones,url
"№ 128, школа",../../sredneobrazovatelnaya-shkola/128-shkola/index.html,a161,kalininskij,"",52.2,3.5,7.9,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola128shkolaindexhtml.htm,8125585204|8125578877,sch128.petersburgedu.ru
"№ 81, школа",../../sredneobrazovatelnaya-shkola/81-shkola/index.html,a150,kalininskij,"",51.6,3.8,8.1,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola81shkolaindexhtml.htm,8125577474|8125579455,www.school-81.ru
"№ 514, школа",../../hudozhestvenno-esteticheskoe-obrazovanie/514-shkola-s-uglublennyim-izucheniem-predmetov-hudozhestvenno-esteticheskogo-tsikla/index.html,a185,kalininskij,1,51.6,3.9,5.5,"",../data/shkola-spb.ru/cache/hudozhestvennoesteticheskoeobrazovanie514shkolasuglublennyimizucheniempredmetovhudozhestvennoesteticheskogotsiklaindexhtml.htm,8125344919|8125344918,www.school514.ru
"№ 172, школа",../../sredneobrazovatelnaya-shkola/172-shkola/index.html,a176,kalininskij,"",51.3,"",6.2,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola172shkolaindexhtml.htm,8125585565|8125577350,www.172school.net
"№ 535, школа",../../sredneobrazovatelnaya-shkola/535-shkola/index.html,a186,kalininskij,"",50.8,3.6,4.7,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola535shkolaindexhtml.htm,8125331663|8122997983,www.school535.ru
"№ 146, школа",../../sredneobrazovatelnaya-shkola/146-shkola/index.html,a168,kalininskij,"",50.4,"",4.4,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola146shkolaindexhtml.htm,8125433890|8125437934,www.school146.spb.ru
"№ 10, открытая сменная школа для учащихся с нарушениями слуха и речи",../../deti-s-osobennostyami-razvitiya/-10-otkryitaya-smennaya-shkola-dlya-uchaschihsya-s-narusheniyami-sluha-i-rechi/index.html,a816,kalininskij,"",50.2,3.0,0,Дети с особенностями развития,../data/shkola-spb.ru/cache/detisosobennostyamirazvitiya10otkryitayasmennayashkoladlyauchaschihsyasnarusheniyamisluhairechiindexhtml.htm,8125400152|8125402952,openschool10.edu.ru
"№ 149, школа",../../sredneobrazovatelnaya-shkola/149-shkola/index.html,a170,kalininskij,"",49.8,3.4,6.6,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola149shkolaindexhtml.htm,8125321636|8125311339,149school.ru
"№ 186, школа",../../sredneobrazovatelnaya-shkola/186-shkola/index.html,a181,kalininskij,"",49.0,3.4,6.5,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola186shkolaindexhtml.htm,8125433179|8125433896,sosh186.info
"№ 176, школа",../../sredneobrazovatelnaya-shkola/176-shkola/index.html,a178,kalininskij,"",48.2,3.5,6.5,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola176shkolaindexhtml.htm,8125904750|8125901258,scool176.ucoz.ru
"№ 136, школа",../../sredneobrazovatelnaya-shkola/136-shkola/index.html,a162,kalininskij,"",48.1,3.5,3.0,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola136shkolaindexhtml.htm,8125586061|8125586402,136school.edusite.ru
"№ 96, школа",../../sredneobrazovatelnaya-shkola/96-shkola/index.html,a155,kalininskij,"",47.4,3.5,7.6,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola96shkolaindexhtml.htm,8124173225|8125313616,school96.spb.ru
"№ 162, школа",../../sredneobrazovatelnaya-shkola/162-shkola/index.html,a175,kalininskij,"",45.4,"",5.3,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola162shkolaindexhtml.htm,8122997812|8122993321,school162.spb.ru
"№ 633, центр образования",../../sredneobrazovatelnaya-shkola/633-shkola/index.html,a189,kalininskij,"",37.3,"",9.0,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola633shkolaindexhtml.htm,8124172213,633.gbou.ru
"№ 28, школа-интернат",../../sredneobrazovatelnaya-shkola/28-shkola-internat/index.html,a142,kalininskij,"","","",8.6,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola28shkolainternatindexhtml.htm,8125433073|8125435026,spb-internat-28.narod.ru
"№ 701, начальная школа - детский сад «ИЗУМРУДНЫЙ ГОРОД»",../../nachalnaya-shkola/701-nachalnaya-shkola-detskij-sad-izumrudnyij-gorod/index.html,a192,kalininskij,"","","",5.1,Начальная школа,../data/shkola-spb.ru/cache/nachalnayashkola701nachalnayashkoladetskijsadizumrudnyijgorodindexhtml.htm,8125336431,new.school701.ru
Монтессори-школа Михайловой (МШМ),../../nachalnaya-shkola/montessori-shkola-mihajlovoj-mshm/index.html,a825,kalininskij,"","","",8.8,Начальная школа|Частная школа,../data/shkola-spb.ru/cache/nachalnayashkolamontessorishkolamihajlovojmshmindexhtml.htm,8126424475,montessori-school.ru
"№ 561, коррекционная общеобразовательная школа VII вида",../../deti-s-osobennostyami-razvitiya/561/index.html,a826,kalininskij,"","","",4.9,Дети с особенностями развития,../data/shkola-spb.ru/cache/detisosobennostyamirazvitiya561indexhtml.htm,8122994851,www.school561.spb.ru
"№ 46, специальная (коррекционная) школа (VIII вида) ""Центр РиМ""",../../deti-s-osobennostyami-razvitiya/-46-spetsialnaya-korrektsionnaya-shkola-viii-vida-tsentr-rim/index.html,a1099,kalininskij,"","","",0,Дети с особенностями развития,../data/shkola-spb.ru/cache/detisosobennostyamirazvitiya46spetsialnayakorrektsionnayashkolaviiividatsentrrimindexhtml.htm,8122997524,www.school46-center-rim.narod.ru
"№ 93, школа [ЗАКРЫТА]",../../sredneobrazovatelnaya-shkola/93-shkola-closed/index.html,a153,kalininskij,"",47.9,"",0,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola93shkolaclosedindexhtml.htm,"",school93-edu.narod.ru
"№ 55, центр образования [ЗАКРЫТА]",../../sredneobrazovatelnaya-shkola/55-tsentr-obrazovaniya/index.html,a756,kalininskij,"",39.0,"",9.6,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola55tsentrobrazovaniyaindexhtml.htm,8125333884|8125338457,educenter55.spb.ru
"№ 261, гимназия",../../sredneobrazovatelnaya-shkola/261-gimnaziya/index.html,a204,kirovskij,24,67.8,4.5,4.7,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola261gimnaziyaindexhtml.htm,8127570333|8127532266,sc261.ru
"№ 393, информационно-математический лицей",../../informatika/393-informatsionno-matematicheskij-litsej/index.html,a223,kirovskij,9,67.0,"",6.9,Информатика|Математика,../data/shkola-spb.ru/cache/informatika393informatsionnomatematicheskijlitsejindexhtml.htm,8127849911|8127848543|8127845629,www.kirov.spb.ru/sc/393
"№ 248, гимназия с углубленным изучением английского языка",../../anglijskij-yazyik/248-gimnaziya-s-uglublennyim-izucheniem-anglijskogo-yazyika/index.html,a198,kirovskij,10,66.5,4.5,6.8,Английский язык|Иностранные языки,../data/shkola-spb.ru/cache/anglijskijyazyik248gimnaziyasuglublennyimizucheniemanglijskogoyazyikaindexhtml.htm,8123773618,www.gymnasium248.ru
"Взмах, частная школа",../../sredneobrazovatelnaya-shkola/vzmah/index.html,a240,kirovskij,1,65.8,"",7.7,Английский язык|Частная школа,../data/shkola-spb.ru/cache/sredneobrazovatelnayashkolavzmahindexhtml.htm,8127034190|8123761025,www.vzmakh.ru
"№ 244, лицей",../../sredneobrazovatelnaya-shkola/244-shkola/index.html,a197,kirovskij,1,61.6,"",4.8,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola244shkolaindexhtml.htm,8127594628|8127502947,sc244.spb.ru
"№ 384, лицей",../../sredneobrazovatelnaya-shkola/384-litsej/index.html,a217,kirovskij,10,61.3,4.4,6.7,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola384litsejindexhtml.htm,8127865104|8127865109,www.sc384.spb.ru
"№ 504, школа с углубленным изучением английского языка",../../anglijskij-yazyik/504-shkola-s-uglublennyim-izucheniem-anglijskogo-yazyika/index.html,a230,kirovskij,3,61.2,4.0,5.8,Английский язык|Иностранные языки,../data/shkola-spb.ru/cache/anglijskijyazyik504shkolasuglublennyimizucheniemanglijskogoyazyikaindexhtml.htm,8123773852|8123771941|8123765475|8123773795,www.kirov.spb.ru/sc/504
"№ 481, школа с углубленным изучением немецкого языка",../../inostrannyie-yazyiki/481-shkola-s-uglublennyim-izucheniem-nemetskogo-yazyika/index.html,a226,kirovskij,2,60.4,"",6.6,Иностранные языки|Немецкий язык,../data/shkola-spb.ru/cache/inostrannyieyazyiki481shkolasuglublennyimizucheniemnemetskogoyazyikaindexhtml.htm,8124175188|8124175187,www.kirov.spb.ru/sc/481
"№ 506, школа с углубленным изучением немецкого языка",../../inostrannyie-yazyiki/506-shkola-s-uglublennyim-izucheniem-nemetskogo-yazyika/index.html,a231,kirovskij,5,59.8,4.0,4.1,Иностранные языки|Немецкий язык,../data/shkola-spb.ru/cache/inostrannyieyazyiki506shkolasuglublennyimizucheniemnemetskogoyazyikaindexhtml.htm,8127507243|8127596765,www.kirov.spb.ru/sc/506
"№ 397, гимназия им. Г. Старовойтовой",../../sredneobrazovatelnaya-shkola/397-gimnaziya-im-g-starovojtovoj/index.html,a224,kirovskij,9,59.7,"",7.4,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola397gimnaziyaimgstarovojtovojindexhtml.htm,8127846941|8127843372,www.kirov.spb.ru/sc/397
"№ 223, школа с углубленным изучением немецкого языка",../../inostrannyie-yazyiki/223-shkola-s-uglublennyim-izucheniem-nemetskogo-yazyika/index.html,a195,kirovskij,4,59.4,3.7,6.2,Иностранные языки|Немецкий язык,../data/shkola-spb.ru/cache/inostrannyieyazyiki223shkolasuglublennyimizucheniemnemetskogoyazyikaindexhtml.htm,8127503883|8127551818,www.kirov.spb.ru/sc/223
"№ 254, школа с углубленным изучением английского языка",../../anglijskij-yazyik/254-shkola-s-uglublennyim-izucheniem-anglijskogo-yazyika/index.html,a202,kirovskij,1,59.3,4.1,4.6,Английский язык|Иностранные языки,../data/shkola-spb.ru/cache/anglijskijyazyik254shkolasuglublennyimizucheniemanglijskogoyazyikaindexhtml.htm,8127593976|8127593788,www.sc254.ru
"№ 274, школа с углубленным изучением иностранных языков",../../inostrannyie-yazyiki/274-shkola-s-uglublennyim-izucheniem-inostrannyih-yazyikov/index.html,a207,kirovskij,2,58.2,3.7,4.9,Иностранные языки,../data/shkola-spb.ru/cache/inostrannyieyazyiki274shkolasuglublennyimizuchenieminostrannyihyazyikovindexhtml.htm,8123778987|8123773623,www.kirov.spb.ru/sc/274
"№ 551, школа",../../sredneobrazovatelnaya-shkola/551-shkola/index.html,a234,kirovskij,"",57.5,3.9,6.0,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola551shkolaindexhtml.htm,8127562888|8127563890,school551.ucoz.ru
"№ 249, школа им. М. В. Маневича",../../sredneobrazovatelnaya-shkola/249-shkola-im-m-v-manevicha/index.html,a199,kirovskij,1,57.0,4.1,4.5,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola249shkolaimmvmanevichaindexhtml.htm,8127526472,shkola249.narod.ru
"№ 389, лицей - Центр экологического образования",../../drugoe/389-shkola-tsentr-ekologicheskogo-obrazovaniya/index.html,a221,kirovskij,1,56.8,4.2,5.5,Другое,../data/shkola-spb.ru/cache/drugoe389shkolatsentrekologicheskogoobrazovaniyaindexhtml.htm,8127850293|8127834574,school389.narod.ru
"№ 378, лицей",../../sredneobrazovatelnaya-shkola/378-shkola/index.html,a214,kirovskij,3,56.6,"",6.3,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola378shkolaindexhtml.htm,8127592465|8127597510,www.kirov.spb.ru/sc/378
"№ 501, школа с углубленным изучением предмета информатики и информационно-коммуникационных технологий",../../sredneobrazovatelnaya-shkola/501-shkola/index.html,a228,kirovskij,"",56.1,3.9,6.1,Информатика,../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola501shkolaindexhtml.htm,8127842970|8127841735,www.kirov.spb.ru/sc/501
"№ 387, лицей",../../sredneobrazovatelnaya-shkola/387-litsej/index.html,a219,kirovskij,5,56.1,4.2,6.4,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola387litsejindexhtml.htm,8127535677|8127533741,www.kirov.spb.ru/sc/387
"№ 392, школа с углубленным изучением французского языка",../../frantsuzskij-yazyik/392-shkola-s-uglublennyim-izucheniem-frantsuzskogo-yazyika/index.html,a222,kirovskij,1,55.8,4.0,5.8,Французский язык,../data/shkola-spb.ru/cache/frantsuzskijyazyik392shkolasuglublennyimizucheniemfrantsuzskogoyazyikaindexhtml.htm,8127559630|8127592813,www.kirov.spb.ru/sc/392
"№ 658, школа с элементами вальдорфской педагогики",../../sredneobrazovatelnaya-shkola/658-shkola-s-elementami-valdorfskoj-pedagogiki/index.html,a239,kirovskij,"",55.6,"",8.0,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola658shkolaselementamivaldorfskojpedagogikiindexhtml.htm,8123779498|8123776003,www.waldorfschule.ru
"№ 539, школа с углубленным изучением испанского языка",../../drugie-yazyiki/539-shkola-s-uglublennyim-izucheniem-ispanskogo-yazyika/index.html,a233,kirovskij,"",55.1,3.7,4.5,Другие языки|Иностранные языки,../data/shkola-spb.ru/cache/drugieyazyiki539shkolasuglublennyimizucheniemispanskogoyazyikaindexhtml.htm,8123772141|8123760235,school539.ru
"№ 282, школа с углубленным изучением французского языка",../../frantsuzskij-yazyik/282-shkola-s-uglublennyim-izucheniem-frantsuzskogo-yazyika/index.html,a210,kirovskij,4,54.7,"",6.6,Французский язык,../data/shkola-spb.ru/cache/frantsuzskijyazyik282shkolasuglublennyimizucheniemfrantsuzskogoyazyikaindexhtml.htm,8127566573|8127562873,sc282fran.ucoz.ru
"№ 2, школа-интернат (IV вида) для слабовидящих детей",../../deti-s-osobennostyami-razvitiya/2-shkola-internat-iv-vida-dlya-slabovidyaschih-detej/index.html,a772,kirovskij,"",54.7,"",7.6,Дети с особенностями развития,../data/shkola-spb.ru/cache/detisosobennostyamirazvitiya2shkolainternativvidadlyaslabovidyaschihdetejindexhtml.htm,8123772129,sc002.ucoz.ru
"№ 585, школа",../../sredneobrazovatelnaya-shkola/585-shkola/index.html,a236,kirovskij,"",54.6,3.9,8.0,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola585shkolaindexhtml.htm,8127520988|8127521628|8127521075,www.sc585.spb.ru
"№ 264, школа",../../sredneobrazovatelnaya-shkola/264-shkola/index.html,a205,kirovskij,"",54.0,3.7,5.7,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola264shkolaindexhtml.htm,8127574282|8127586522|8127570266,www.kirov.spb.ru/sc/264
"№ 538, школа с углубленным изучением информационных технологий",../../informatika/538-shkola-s-uglublennyim-izucheniem-informatsionnyih-tehnologij/index.html,a232,kirovskij,"",53.4,3.8,6.0,Информатика,../data/shkola-spb.ru/cache/informatika538shkolasuglublennyimizuchenieminformatsionnyihtehnologijindexhtml.htm,8123764749|8123773676,www.sc538.spb.ru
ШКОЛА РАЗГОВОРНЫХ ЯЗЫКОВ ЧОУ,../../inostrannyie-yazyiki/shkola-razgovornyih-yazyikov-chou/index.html,a244,kirovskij,"",53.0,"",6.7,Английский язык|Другие языки|Частная школа,../data/shkola-spb.ru/cache/inostrannyieyazyikishkolarazgovornyihyazyikovchouindexhtml.htm,8123080109|8127523470,clschool.ru
"№ 284, гимназия",../../anglijskij-yazyik/284-shkola/index.html,a212,kirovskij,"",52.9,3.6,5.0,Английский язык|Другие языки,../data/shkola-spb.ru/cache/anglijskijyazyik284shkolaindexhtml.htm,8127560380|8127566224,www.gimn284.ru
"№ 379, школа",../../sredneobrazovatelnaya-shkola/379-shkola/index.html,a215,kirovskij,"",52.3,"",8.3,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola379shkolaindexhtml.htm,8124175171|8124175172|8124175173|8127139481,www.kirov.spb.ru/sc/379
"№ 386, школа",../../sredneobrazovatelnaya-shkola/386-shkola/index.html,a218,kirovskij,"",51.8,"",6.7,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola386shkolaindexhtml.htm,8127835354|8127835396,sites.google.com/site/sch386
"№ 377, школа",../../sredneobrazovatelnaya-shkola/377-shkola/index.html,a213,kirovskij,"",51.6,3.8,6.5,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola377shkolaindexhtml.htm,8127573777|8127537150,www.kirov.spb.ru/sc/377
"№ 381, школа",../../sredneobrazovatelnaya-shkola/381-shkola/index.html,a216,kirovskij,"",51.6,27.5,6.1,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola381shkolaindexhtml.htm,8127864369|8127864333,www.kirov.spb.ru/sc/381
"№ 493, школа",../../sredneobrazovatelnaya-shkola/493-shkola/index.html,a227,kirovskij,"",50.6,3.5,6.0,Кадетские классы,../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola493shkolaindexhtml.htm,8127586201|8127583528,www.school493.spb.ru
"№ 283, школа",../../sredneobrazovatelnaya-shkola/283-shkola/index.html,a211,kirovskij,"",50.4,"",5.1,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola283shkolaindexhtml.htm,8127591568|8127502125,www.sc283.spb.ru
"№ 503, школа",../../sredneobrazovatelnaya-shkola/503-shkola/index.html,a229,kirovskij,1,49.8,"",8.1,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola503shkolaindexhtml.htm,8123777601|8123772394,503spb.edusite.ru
Санкт-Петербургское Суворовское военное училище МВД России,../../voennoe-uchilische/sankt-peterburgskoe-suvorovskoe-voennoe-uchilische-mvd-rossii/index.html,a814,kirovskij,"",49.7,"",5.3,Кадетские классы,../data/shkola-spb.ru/cache/voennoeuchilischesanktpeterburgskoesuvorovskoevoennoeuchilischemvdrossiiindexhtml.htm,8127849634|8124944886,svu-mvd.spb.ru
"№ 221, школа, городской ресурсный центр гражданско-правового образования",../../pravo/221-shkola-gorodskoj-resursnyij-tsentr-grazhdansko-pravovogo-obrazovaniya/index.html,a194,kirovskij,3,49.2,3.5,3.4,Право,../data/shkola-spb.ru/cache/pravo221shkolagorodskojresursnyijtsentrgrazhdanskopravovogoobrazovaniyaindexhtml.htm,8127573532,school221.edusite.ru
"№ 388, школа",../../sredneobrazovatelnaya-shkola/388-shkola/index.html,a220,kirovskij,"",49.0,3.5,5.2,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola388shkolaindexhtml.htm,8122521182|8127852307,www.kirov.spb.ru/sc/388
"№ 269, школа",../../sredneobrazovatelnaya-shkola/269-shkola/index.html,a206,kirovskij,1,48.8,3.4,6.5,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola269shkolaindexhtml.htm,8123772108|8123772369,www.kirov.spb.ru/sc/269
"№ 479, школа славянских культур",../../drugoe/479-shkola-slavyanskih-kultur/index.html,a225,kirovskij,"",48.6,"",5.4,"",../data/shkola-spb.ru/cache/drugoe479shkolaslavyanskihkulturindexhtml.htm,8127842066|8127840430,www.kirov.spb.ru/sc/479
"№ 608, школа",../../sredneobrazovatelnaya-shkola/608-shkola/index.html,a237,kirovskij,"",47.7,3.6,5.7,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola608shkolaindexhtml.htm,8127864875|8127860490,www.kirov.spb.ru/sc/608
"№ 250, школа",../../sredneobrazovatelnaya-shkola/250-shkola/index.html,a200,kirovskij,"",47.2,3.7,4.6,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola250shkolaindexhtml.htm,8127507625|8127504092,school250.ru
"№ 277, школа",../../sredneobrazovatelnaya-shkola/277-shkola/index.html,a208,kirovskij,2,46.9,3.4,6.5,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola277shkolaindexhtml.htm,8123773605|8123775627,school277.spb.ru
"№ 251, школа",../../sredneobrazovatelnaya-shkola/251-shkola/index.html,a201,kirovskij,"",46.8,3.2,6.1,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola251shkolaindexhtml.htm,8127503965,www.shkola251.spb.ru
"№ 240, школа",../../sredneobrazovatelnaya-shkola/240-shkola/index.html,a196,kirovskij,"",45.1,3.2,5.7,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola240shkolaindexhtml.htm,8127592280|8127501698,www.kirov.spb.ru/sc/240
"№ 162, центр образования",../../sredneobrazovatelnaya-shkola/162-tsentr-obrazovaniya/index.html,a758,kirovskij,"",41.1,"",5.8,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola162tsentrobrazovaniyaindexhtml.htm,8127862612|8127862631,sc162.kirov.spb.ru
"№ 654, школа с углубленным изучением предметов художественно-эстетического цикла (хореография)",../../hudozhestvenno-esteticheskoe-obrazovanie/654-shkola-s-uglublennyim-izucheniem-predmetov-hudozhestvenno-esteticheskogo-tsikla-horeografiya/index.html,a238,kirovskij,3,"",3.9,6.3,Художественно-эстетическое образование,../data/shkola-spb.ru/cache/hudozhestvennoesteticheskoeobrazovanie654shkolasuglublennyimizucheniempredmetovhudozhestvennoesteticheskogotsiklahoreografiyaindexhtml.htm,8127529407,sc654.kirov.spb.ru
"ДЕЛЬТА, частная школа-детский сад",../../sredneobrazovatelnaya-shkola/delta-chastnaya-shkola/index.html,a241,kirovskij,"","","",9.0,Частная школа,../data/shkola-spb.ru/cache/sredneobrazovatelnayashkoladeltachastnayashkolaindexhtml.htm,8127846981,www.shkoladelta.ru
"№ 480, специальная (коррекционная) школа (VII вида)",../../deti-s-osobennostyami-razvitiya/-480-spetsialnaya-korrektsionnaya-shkola-vii-vida/index.html,a1100,kirovskij,"","","",0,Дети с особенностями развития,../data/shkola-spb.ru/cache/detisosobennostyamirazvitiya480spetsialnayakorrektsionnayashkolaviividaindexhtml.htm,8127835083|8127835070,www.kirov.spb.ru/sc/480
"№ 279, школа индивидуального развития и обучения [ЗАКРЫТА]",../../deti-s-osobennostyami-razvitiya/279-shkola-individualnogo-razvitiya-i-obucheniya/index.html,a209,kirovskij,1,50.6,"",8.5,Дети с особенностями развития,../data/shkola-spb.ru/cache/detisosobennostyamirazvitiya279shkolaindividualnogorazvitiyaiobucheniyaindexhtml.htm,8127521919|8127520725,school279.spb.ru
"№ 257, школа [ЗАКРЫТА]",../../sredneobrazovatelnaya-shkola/257-shkola/index.html,a203,kirovskij,"",43.0,"",0.0,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola257shkolaindexhtml.htm,"",www.kirov.spb.ru/sc/257
Центр информационной культуры (ЦИК) [ЗАКРЫТА],../../sredneobrazovatelnaya-shkola/tsentr-informatsionnoj-kulturyi-tsik/index.html,a811,kirovskij,"",28.6,"",0,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkolatsentrinformatsionnojkulturyitsikindexhtml.htm,8127861924,""
"№ 446, гимназия",../../sredneobrazovatelnaya-shkola/446-gimnaziya/index.html,a252,kolpinskij,5,63.7,"",6.1,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola446gimnaziyaindexhtml.htm,8124813394|8124813281,sc446spb.narod.ru
"№ 402, гимназия",../../sredneobrazovatelnaya-shkola/402-gimnaziya/index.html,a249,kolpinskij,7,61.4,"",6.0,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola402gimnaziyaindexhtml.htm,8124635680|8124694259|8124635872,xn--402-5cdozfc7ak5r.xn--p1ai
"№ 273, лицей",../../sredneobrazovatelnaya-shkola/273-litsej/index.html,a246,kolpinskij,1,60.7,"",6.2,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola273litsejindexhtml.htm,8124649762|8124649761,www.l-273.ru
"№ 258, школа с углубленным изучением физики и химии",../../fizika/258-shkola-s-uglublennyim-izucheniem-fiziki-i-himii/index.html,a245,kolpinskij,4,59.0,4.1,6.2,Физика|Химия,../data/shkola-spb.ru/cache/fizika258shkolasuglublennyimizucheniemfizikiihimiiindexhtml.htm,8124615324|8124616292|8124616781,258spb.edusite.ru
"№ 455, школа с углубленным изучением английского языка",../../anglijskij-yazyik/455-shkola-s-uglublennyim-izucheniem-anglijskogo-yazyika/index.html,a257,kolpinskij,2,56.4,3.9,5.4,Английский язык|Иностранные языки,../data/shkola-spb.ru/cache/anglijskijyazyik455shkolasuglublennyimizucheniemanglijskogoyazyikaindexhtml.htm,8124692070|8124692069|8124692650|8124692648,455spb.edusite.ru
"№ 404, школа",../../sredneobrazovatelnaya-shkola/404-shkola/index.html,a250,kolpinskij,2,56.2,"",7.3,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola404shkolaindexhtml.htm,8125739396|8125739397|8125739398|8124817042,school404-2009.ucoz.ru
"№ 621, школа",../../sredneobrazovatelnaya-shkola/621-shkola/index.html,a268,kolpinskij,2,56.0,"",4.9,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola621shkolaindexhtml.htm,8124643751,www.621.metallostroy.ru
"№ 476, школа",../../sredneobrazovatelnaya-shkola/476-shkola/index.html,a262,kolpinskij,1,54.6,3.5,5.5,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola476shkolaindexhtml.htm,8124617019|8124616693,476spb.edusite.ru
"№ 523, школа",../../deti-s-osobennostyami-razvitiya/523-shkola/index.html,a265,kolpinskij,4,54.6,3.7,5.2,Дети с особенностями развития,../data/shkola-spb.ru/cache/detisosobennostyamirazvitiya523shkolaindexhtml.htm,8124617022|8124617021,523spb.edusite.ru
"№ 420, школа",../../sredneobrazovatelnaya-shkola/420-shkola/index.html,a251,kolpinskij,"",54.3,"",5.6,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola420shkolaindexhtml.htm,8124817409|8124694072,school-420.ucoz.ru
"№ 461, школа",../../sredneobrazovatelnaya-shkola/461-shkola/index.html,a259,kolpinskij,"",53.7,"",4.5,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola461shkolaindexhtml.htm,8124814178|8124813416,schoolkolpino461.narod.ru
"№ 467, школа",../../sredneobrazovatelnaya-shkola/467-shkola/index.html,a261,kolpinskij,"",50.8,3.3,8.5,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola467shkolaindexhtml.htm,8124812179|8124812182,school-467.ucoz.ru
"№ 401, школа",../../sredneobrazovatelnaya-shkola/401-shkola/index.html,a248,kolpinskij,"",50.5,3.4,4.9,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola401shkolaindexhtml.htm,8124810822,sc401.kolp.gov.spb.ru
"№ 456, школа",../../sredneobrazovatelnaya-shkola/456-shkola/index.html,a258,kolpinskij,"",49.8,3.6,5.3,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola456shkolaindexhtml.htm,8124634859|8124634858,456spb.edusite.ru
"№ 588, школа",../../sredneobrazovatelnaya-shkola/588-shkola/index.html,a266,kolpinskij,"",49.3,3.4,8.2,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola588shkolaindexhtml.htm,8124632430|8124634874,school588.narod.ru
"№ 520, школа",../../sredneobrazovatelnaya-shkola/520-shkola/index.html,a264,kolpinskij,"",48.0,3.2,4.9,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola520shkolaindexhtml.htm,8124626107,spb-520.edusite.ru
"№ 589, школа",../../sredneobrazovatelnaya-shkola/589-shkola/index.html,a267,kolpinskij,"",47.9,3.4,6.2,"",../data/shkola-spb.ru/cache/sredneobrazovatelnayashkola589shkolaindexhtml.htm,8124638612|8124638617,589spb.edusite.ru
"№ 454, школа",../../voennoe-uchilische/454-shkola/index.html,a256,kolpinskij,"",46.9,3.3,4.6,Кадетские классы,../data/shkola-spb.ru/cache/voennoeuchilische454shkolaindexhtml.htm,8124815542|8124815540,www.school454.spb.ru
